iteration,latency (ms),total number of bytes sent,total number of bytes recv,tokens per expert
3,10.794879913330078,0,92160000,"[3345, 734, 646, 621, 778, 326, 1587, 425, 922, 570, 978, 2855, 3892, 260, 601, 1181, 489, 239, 327, 455, 332, 1235, 890, 999, 873, 904, 637, 474, 919, 369, 662, 475]"
4,10.665984153747559,0,92147712,"[3106, 729, 740, 639, 823, 323, 1516, 419, 863, 531, 1060, 2924, 3546, 285, 623, 1034, 529, 249, 368, 497, 403, 1343, 978, 982, 984, 948, 541, 456, 930, 345, 843, 439]"
5,10.690688133239746,0,92141568,"[2972, 784, 651, 606, 914, 407, 1517, 433, 814, 534, 960, 2886, 3624, 293, 617, 1075, 499, 245, 337, 444, 424, 1364, 956, 1156, 941, 1000, 596, 380, 1011, 377, 749, 428]"
6,10.71014404296875,0,92120064,"[3560, 682, 579, 651, 828, 305, 1646, 367, 752, 495, 886, 3567, 4003, 279, 507, 978, 526, 224, 294, 504, 337, 1068, 877, 1016, 934, 866, 500, 404, 815, 353, 726, 458]"
7,10.730112075805664,0,92150784,"[3128, 736, 663, 645, 855, 335, 1636, 507, 918, 498, 873, 3179, 3703, 282, 641, 1006, 470, 239, 339, 523, 329, 1199, 919, 1053, 991, 945, 553, 420, 923, 347, 710, 432]"
8,10.698847770690918,0,92126208,"[3389, 728, 678, 631, 963, 320, 1498, 374, 880, 447, 823, 3264, 4222, 267, 505, 1093, 451, 205, 265, 534, 338, 1243, 903, 937, 858, 930, 524, 398, 812, 316, 719, 474]"
9,10.784735679626465,0,92095488,"[3205, 730, 705, 706, 1060, 288, 1575, 447, 783, 541, 908, 2924, 3765, 248, 615, 1039, 514, 256, 339, 558, 332, 1271, 864, 1089, 943, 879, 558, 353, 891, 363, 822, 408]"
10,10.682656288146973,0,92160000,"[3010, 733, 725, 712, 965, 314, 1772, 441, 900, 449, 1040, 2809, 3488, 339, 579, 985, 529, 240, 296, 544, 385, 1344, 942, 1010, 1038, 1016, 546, 328, 896, 386, 858, 381]"
11,10.731040000915527,0,92153856,"[3185, 788, 709, 597, 748, 289, 1666, 432, 883, 491, 1014, 3175, 3835, 255, 608, 1075, 483, 219, 318, 496, 352, 1253, 913, 1082, 888, 949, 517, 377, 941, 293, 740, 427]"
12,10.65881633758545,0,92107776,"[3006, 765, 658, 665, 887, 381, 1594, 445, 830, 599, 990, 2999, 3678, 310, 547, 1140, 460, 222, 356, 515, 329, 1216, 940, 1098, 894, 903, 587, 451, 916, 406, 736, 460]"
13,10.802080154418945,0,92147712,"[2727, 763, 674, 583, 897, 342, 1705, 564, 813, 522, 1005, 3085, 3722, 284, 618, 1066, 495, 257, 311, 556, 391, 1291, 886, 1083, 990, 906, 509, 429, 941, 340, 794, 447]"
14,10.73203182220459,0,92160000,"[3100, 703, 725, 562, 803, 306, 1479, 495, 777, 528, 1005, 3197, 3920, 294, 619, 1080, 494, 224, 307, 521, 368, 1242, 906, 1120, 897, 923, 587, 451, 905, 319, 713, 430]"
15,10.695039749145508,0,92092416,"[2995, 741, 632, 591, 834, 304, 1689, 475, 862, 564, 1041, 2874, 3492, 295, 584, 1084, 536, 254, 352, 520, 324, 1260, 947, 1152, 1037, 1021, 591, 414, 991, 348, 706, 468]"
