iteration,latency (ms),total number of bytes sent,total number of bytes recv,tokens per expert
3,10.748255729675293,0,92160000,"[275, 268, 952, 787, 2872, 2969, 2810, 878, 488, 95, 654, 323, 756, 1020, 2695, 506, 38, 977, 540, 2371, 2158, 341, 152, 308, 1068, 1119, 401, 675, 335, 75, 547, 547]"
4,10.720864295959473,0,92160000,"[304, 301, 844, 875, 2945, 2890, 2837, 923, 487, 113, 724, 388, 731, 1232, 2620, 480, 33, 1047, 600, 2013, 2156, 286, 173, 281, 1067, 1052, 409, 639, 358, 76, 525, 591]"
5,10.983743667602539,0,92160000,"[309, 286, 891, 860, 2914, 2780, 2769, 886, 519, 98, 749, 422, 702, 1216, 2516, 457, 55, 1066, 502, 2275, 2065, 248, 159, 319, 1064, 1139, 421, 696, 386, 80, 504, 647]"
6,10.781344413757324,0,92160000,"[299, 299, 869, 740, 3299, 3024, 3477, 901, 447, 115, 675, 281, 652, 1025, 2492, 375, 17, 937, 454, 2136, 2114, 287, 146, 263, 958, 1110, 343, 677, 325, 94, 583, 586]"
7,10.742719650268555,0,92160000,"[295, 274, 952, 866, 2988, 2890, 2982, 857, 465, 107, 716, 358, 604, 1093, 2486, 419, 35, 958, 502, 2402, 2084, 281, 136, 320, 1077, 1051, 454, 723, 377, 81, 589, 578]"
8,10.73532772064209,0,92160000,"[285, 263, 962, 748, 3101, 2927, 3040, 893, 453, 88, 635, 324, 668, 1089, 2837, 425, 33, 966, 492, 2336, 1998, 262, 139, 271, 1040, 1073, 415, 708, 285, 72, 614, 558]"
9,10.772095680236816,0,92160000,"[348, 323, 881, 865, 2949, 2943, 2955, 919, 455, 70, 707, 363, 676, 1196, 2769, 353, 29, 1019, 524, 2121, 2127, 267, 144, 290, 1006, 1015, 439, 687, 330, 65, 583, 582]"
10,10.822591781616211,0,92160000,"[383, 276, 861, 901, 2874, 2634, 2775, 920, 533, 111, 786, 350, 789, 1288, 2392, 445, 29, 1055, 541, 2082, 2231, 293, 157, 307, 1114, 1098, 410, 671, 330, 88, 649, 627]"
11,10.737024307250977,0,92160000,"[289, 241, 818, 845, 3107, 2976, 2901, 855, 478, 112, 692, 318, 744, 1220, 2600, 380, 41, 1034, 508, 2223, 1989, 265, 142, 291, 1076, 1083, 427, 704, 332, 88, 657, 564]"
12,10.716511726379395,0,92160000,"[286, 313, 850, 821, 3018, 2889, 3014, 911, 534, 92, 761, 363, 724, 1117, 2553, 420, 25, 1056, 483, 2175, 1927, 276, 158, 330, 1006, 1102, 453, 688, 360, 81, 611, 603]"
13,10.739551544189453,0,92160000,"[288, 287, 871, 894, 2986, 2704, 2758, 876, 538, 95, 807, 404, 741, 1134, 2547, 373, 29, 1034, 553, 2257, 2189, 294, 136, 364, 922, 1061, 463, 681, 419, 100, 555, 640]"
14,10.779935836791992,0,92160000,"[261, 274, 788, 836, 3117, 3087, 2968, 993, 484, 91, 687, 358, 728, 1106, 2630, 406, 31, 1010, 520, 2275, 2032, 291, 158, 323, 921, 1047, 386, 648, 353, 68, 498, 625]"
15,10.729887962341309,0,92160000,"[330, 233, 811, 961, 2847, 2907, 2831, 827, 468, 82, 762, 340, 772, 1268, 2527, 489, 37, 1051, 542, 2121, 2181, 240, 151, 342, 1066, 1122, 461, 757, 363, 68, 425, 618]"
16,10.755616188049316,0,92160000,"[310, 287, 840, 860, 3054, 2958, 3137, 936, 460, 105, 717, 344, 672, 1215, 2539, 416, 27, 991, 526, 2121, 1936, 263, 137, 300, 1080, 1082, 466, 689, 387, 59, 594, 492]"
17,10.760319709777832,0,92160000,"[340, 299, 735, 926, 2994, 2856, 2819, 912, 510, 89, 746, 387, 708, 1269, 2506, 395, 36, 1145, 562, 2060, 2107, 259, 148, 312, 1025, 1045, 478, 712, 340, 79, 570, 631]"
18,10.858880043029785,0,92160000,"[273, 318, 956, 837, 3015, 2947, 2991, 806, 428, 75, 711, 311, 669, 1156, 2649, 426, 36, 958, 541, 2228, 2156, 307, 170, 276, 1081, 1032, 437, 634, 351, 78, 565, 582]"
19,10.7489595413208,0,92160000,"[327, 297, 912, 876, 2880, 2826, 2892, 872, 507, 94, 736, 382, 703, 1178, 2732, 377, 34, 1038, 545, 2218, 2132, 297, 156, 296, 1029, 1023, 371, 671, 369, 87, 519, 624]"
20,10.848064422607422,0,92160000,"[305, 284, 836, 809, 3071, 3003, 2990, 841, 444, 113, 660, 335, 673, 1109, 2734, 509, 39, 968, 536, 2194, 1968, 296, 151, 312, 1070, 1137, 469, 633, 293, 88, 581, 549]"
21,10.712736129760742,0,92160000,"[413, 263, 824, 958, 2914, 2717, 2868, 870, 512, 92, 766, 370, 704, 1264, 2449, 343, 45, 1111, 534, 2228, 2057, 296, 176, 354, 1071, 1087, 435, 688, 343, 101, 526, 621]"
22,10.78985595703125,0,92160000,"[320, 305, 874, 941, 2795, 2830, 2745, 927, 475, 90, 806, 379, 751, 1213, 2447, 421, 37, 1098, 546, 2131, 2131, 313, 166, 370, 958, 1058, 464, 696, 406, 104, 551, 652]"
23,10.744895935058594,0,92160000,"[263, 247, 904, 884, 2991, 3084, 2770, 910, 533, 74, 743, 361, 758, 1198, 2444, 384, 41, 1017, 475, 2168, 2064, 308, 165, 349, 1058, 1002, 391, 715, 322, 93, 592, 692]"
24,10.755264282226562,0,92160000,"[313, 305, 834, 945, 2814, 2836, 2841, 789, 604, 84, 774, 344, 708, 1234, 2588, 409, 34, 1104, 511, 2020, 2256, 299, 165, 332, 1123, 1040, 412, 681, 381, 90, 529, 601]"
25,10.777215957641602,0,92160000,"[276, 299, 819, 826, 3315, 3013, 3242, 918, 466, 61, 770, 316, 641, 1051, 2447, 396, 23, 928, 559, 2419, 2024, 278, 155, 262, 899, 1002, 401, 612, 340, 77, 584, 581]"
26,10.759807586669922,0,92160000,"[270, 324, 1007, 757, 3133, 3066, 3081, 855, 500, 76, 673, 319, 653, 1054, 2601, 409, 24, 964, 528, 2298, 1977, 310, 117, 291, 974, 1131, 388, 710, 337, 79, 542, 552]"
27,10.762271881103516,0,92160000,"[287, 266, 873, 865, 3174, 2936, 2936, 956, 475, 96, 665, 350, 680, 1079, 2694, 435, 38, 970, 548, 2246, 2088, 228, 142, 337, 923, 1062, 418, 601, 328, 88, 636, 580]"
28,10.81167984008789,0,92160000,"[261, 273, 852, 912, 3102, 2888, 2972, 989, 494, 102, 795, 360, 664, 1135, 2553, 410, 40, 1010, 599, 2069, 2208, 259, 161, 329, 1067, 1006, 407, 617, 344, 84, 540, 498]"
29,27.1964168548584,0,92160000,"[281, 261, 896, 910, 2916, 2813, 2746, 820, 530, 79, 822, 343, 708, 1251, 2571, 438, 22, 1088, 517, 2318, 1987, 340, 162, 366, 967, 1092, 498, 682, 380, 66, 489, 641]"
30,10.748479843139648,0,92160000,"[319, 305, 858, 860, 3172, 2830, 2909, 975, 520, 84, 732, 338, 700, 1065, 2555, 393, 37, 989, 554, 2317, 2069, 306, 146, 314, 895, 1022, 407, 641, 381, 92, 600, 615]"
31,10.802495956420898,0,92160000,"[270, 303, 811, 911, 2952, 2810, 2831, 865, 528, 91, 757, 380, 724, 1241, 2416, 405, 29, 1077, 538, 2155, 2209, 287, 157, 349, 951, 1154, 428, 676, 394, 100, 533, 668]"
32,10.779295921325684,0,92160000,"[252, 276, 894, 791, 3004, 2984, 2931, 910, 429, 81, 587, 355, 723, 1120, 2627, 434, 24, 903, 466, 2483, 2163, 290, 131, 287, 1109, 1140, 406, 658, 306, 79, 546, 611]"
33,10.747808456420898,0,92160000,"[339, 263, 822, 858, 3125, 3021, 3033, 993, 492, 94, 754, 368, 670, 1164, 2416, 414, 36, 1042, 580, 2093, 1934, 270, 160, 302, 995, 1001, 423, 703, 391, 89, 513, 642]"
34,10.750368118286133,0,92160000,"[332, 316, 811, 850, 2930, 2796, 2856, 895, 522, 82, 702, 341, 679, 1249, 2749, 343, 35, 1057, 563, 2080, 2324, 232, 176, 385, 1137, 1006, 392, 603, 385, 88, 514, 570]"
35,10.742783546447754,0,92160000,"[304, 277, 811, 938, 3250, 2968, 2855, 969, 452, 84, 824, 341, 656, 1197, 2394, 391, 33, 1071, 463, 2235, 1950, 256, 139, 331, 969, 1023, 469, 766, 382, 90, 500, 612]"
36,10.728863716125488,0,92160000,"[314, 284, 744, 938, 2975, 2751, 2776, 876, 536, 106, 896, 363, 757, 1238, 2405, 401, 49, 1134, 584, 2062, 2161, 254, 174, 386, 973, 990, 481, 750, 438, 106, 516, 582]"
37,10.747136116027832,0,92160000,"[273, 276, 891, 858, 2801, 2925, 2745, 870, 522, 88, 744, 382, 631, 1192, 2744, 400, 41, 1035, 499, 2154, 2203, 301, 158, 367, 1181, 1079, 429, 687, 349, 98, 523, 554]"
38,10.76144027709961,0,92160000,"[277, 289, 892, 874, 2959, 2839, 3051, 881, 510, 89, 710, 315, 649, 1121, 2552, 404, 31, 979, 518, 2185, 2164, 263, 137, 337, 1096, 1111, 425, 735, 390, 92, 547, 578]"
39,10.737792015075684,0,92160000,"[306, 323, 880, 855, 2907, 2678, 2846, 816, 512, 100, 747, 338, 746, 1156, 2716, 410, 35, 1029, 493, 2331, 2140, 335, 136, 309, 1067, 1076, 401, 661, 377, 100, 574, 600]"
40,10.746591567993164,0,92160000,"[342, 334, 783, 831, 3043, 2925, 2978, 983, 457, 92, 765, 355, 668, 1179, 2607, 315, 42, 971, 489, 2220, 2142, 274, 149, 336, 974, 1140, 392, 695, 346, 90, 500, 583]"
41,10.736384391784668,0,92160000,"[278, 267, 869, 774, 3065, 3032, 3201, 1017, 476, 127, 635, 332, 684, 1109, 2522, 475, 30, 933, 496, 2186, 2012, 261, 136, 307, 1067, 1113, 385, 622, 378, 66, 601, 544]"
42,10.684831619262695,0,92160000,"[320, 287, 926, 806, 2933, 2847, 2888, 851, 508, 138, 662, 380, 735, 1163, 2606, 462, 37, 1030, 519, 2279, 2038, 317, 132, 319, 1023, 1135, 403, 648, 359, 80, 604, 565]"
43,10.85961627960205,0,92160000,"[291, 289, 852, 868, 3077, 3022, 2803, 886, 485, 101, 704, 380, 729, 1201, 2693, 383, 42, 1064, 521, 2053, 1989, 319, 145, 320, 1002, 1049, 431, 721, 331, 86, 609, 554]"
44,10.85654354095459,0,92160000,"[337, 325, 803, 843, 3181, 2775, 3129, 1020, 465, 124, 657, 293, 653, 1220, 2573, 418, 33, 988, 580, 2230, 2059, 241, 146, 331, 982, 1050, 429, 680, 356, 99, 472, 508]"
45,10.864992141723633,0,92160000,"[295, 272, 865, 853, 3452, 3064, 3210, 957, 436, 81, 593, 311, 590, 1066, 2511, 320, 22, 917, 538, 2328, 2029, 282, 147, 334, 991, 1012, 393, 669, 338, 97, 548, 479]"
46,10.695679664611816,0,92160000,"[272, 260, 944, 822, 3324, 3108, 3327, 1002, 461, 77, 653, 334, 694, 1116, 2387, 329, 23, 1017, 536, 2198, 1888, 254, 138, 329, 968, 1111, 395, 617, 336, 67, 509, 504]"
47,10.759807586669922,0,92160000,"[263, 326, 794, 873, 3008, 2871, 2895, 962, 483, 77, 684, 329, 683, 1154, 2631, 409, 25, 998, 524, 2218, 2101, 299, 161, 356, 1144, 1146, 432, 622, 367, 88, 518, 559]"
48,10.7008638381958,0,92160000,"[287, 257, 864, 907, 2921, 3040, 2816, 857, 511, 93, 772, 395, 774, 1323, 2238, 387, 37, 1103, 535, 2134, 1999, 266, 150, 363, 1035, 1061, 466, 763, 379, 76, 599, 592]"
49,10.754752159118652,0,92160000,"[284, 287, 922, 762, 2917, 2934, 2959, 825, 462, 141, 619, 317, 673, 1117, 2721, 527, 27, 954, 472, 2427, 2159, 276, 141, 345, 1053, 1050, 366, 673, 312, 90, 615, 573]"
50,10.643424034118652,0,92160000,"[289, 303, 831, 875, 2866, 2879, 2808, 919, 502, 112, 714, 359, 740, 1261, 2466, 501, 39, 1065, 527, 2121, 2023, 323, 160, 337, 1018, 1163, 450, 701, 361, 107, 567, 613]"
51,10.657888412475586,0,92160000,"[226, 274, 870, 760, 3218, 3016, 3283, 947, 423, 99, 645, 302, 642, 1010, 2679, 398, 30, 939, 490, 2244, 1985, 242, 122, 277, 1064, 1130, 414, 651, 350, 96, 627, 547]"
52,10.651391983032227,0,92160000,"[300, 303, 798, 873, 2990, 2910, 2877, 877, 511, 105, 807, 340, 722, 1127, 2624, 420, 29, 1028, 555, 2248, 1995, 286, 146, 338, 1032, 1041, 471, 656, 361, 96, 559, 575]"
53,10.705056190490723,0,92160000,"[298, 304, 838, 937, 2952, 2617, 2837, 829, 525, 73, 746, 337, 734, 1198, 2465, 441, 35, 1064, 522, 2380, 2227, 316, 142, 308, 988, 1044, 457, 723, 323, 90, 627, 623]"
54,10.688223838806152,0,92160000,"[299, 279, 891, 818, 3045, 2892, 3075, 837, 490, 82, 713, 347, 714, 1135, 2508, 469, 35, 1087, 524, 2171, 2125, 238, 129, 286, 1050, 1075, 420, 717, 353, 83, 522, 591]"
55,10.781920433044434,0,92160000,"[289, 293, 820, 818, 3018, 2806, 2952, 974, 516, 104, 767, 339, 648, 1178, 2708, 337, 38, 1013, 487, 2348, 2078, 230, 158, 346, 1034, 1094, 386, 636, 376, 87, 529, 593]"
56,10.689087867736816,0,92160000,"[263, 291, 861, 846, 3103, 2970, 3022, 925, 462, 117, 631, 370, 757, 1157, 2620, 403, 35, 1016, 486, 2150, 2151, 282, 152, 311, 994, 1084, 391, 640, 329, 92, 552, 537]"
57,10.70751953125,0,92160000,"[348, 336, 805, 903, 2787, 2994, 2622, 774, 498, 98, 716, 345, 720, 1265, 2601, 468, 29, 1087, 592, 2321, 2009, 271, 156, 356, 1099, 1027, 448, 735, 358, 92, 539, 601]"
58,10.782048225402832,0,92160000,"[325, 303, 874, 843, 3097, 3051, 3061, 890, 433, 93, 694, 297, 745, 1156, 2534, 431, 41, 990, 480, 2179, 2040, 299, 160, 285, 1153, 1001, 411, 677, 311, 79, 456, 611]"
59,10.706239700317383,0,92160000,"[286, 279, 894, 870, 2902, 2890, 2870, 946, 492, 100, 684, 396, 645, 1171, 2754, 421, 30, 998, 562, 2242, 2171, 298, 136, 320, 986, 1004, 462, 692, 310, 80, 555, 554]"
60,10.695167541503906,0,92160000,"[322, 259, 889, 758, 3207, 2997, 3023, 881, 455, 69, 700, 305, 664, 1074, 2814, 480, 31, 957, 460, 2189, 1953, 255, 142, 289, 1023, 1173, 462, 622, 314, 88, 609, 536]"
61,10.70576000213623,0,92160000,"[249, 274, 895, 855, 3336, 3120, 3089, 1021, 459, 78, 753, 320, 680, 1185, 2311, 389, 30, 1073, 527, 2025, 2019, 308, 148, 265, 1013, 1023, 402, 639, 395, 80, 526, 513]"
62,11.312800407409668,0,92160000,"[290, 292, 825, 900, 3099, 2999, 2822, 960, 481, 98, 725, 375, 684, 1229, 2217, 376, 32, 1020, 545, 2180, 2104, 282, 161, 364, 976, 1029, 486, 778, 361, 84, 621, 605]"
63,10.724255561828613,0,92160000,"[282, 276, 813, 827, 3076, 2863, 2975, 936, 533, 75, 810, 349, 696, 1262, 2510, 334, 26, 1084, 588, 2161, 2120, 243, 147, 317, 1021, 1097, 436, 646, 351, 84, 505, 557]"
64,10.67187213897705,0,92160000,"[372, 304, 877, 828, 2976, 2706, 2956, 906, 491, 81, 678, 352, 715, 1144, 2741, 406, 28, 1017, 503, 2290, 2138, 243, 170, 314, 981, 1123, 404, 631, 344, 82, 579, 620]"
65,10.694080352783203,0,92160000,"[315, 274, 840, 815, 2972, 2983, 3161, 914, 465, 86, 702, 344, 642, 1111, 2701, 454, 29, 920, 619, 2306, 2066, 264, 145, 325, 1023, 1010, 374, 686, 371, 70, 516, 497]"
66,10.642335891723633,0,92160000,"[267, 296, 837, 908, 3053, 2864, 2925, 952, 484, 89, 718, 358, 716, 1192, 2522, 391, 31, 1077, 444, 2127, 2153, 225, 128, 364, 1033, 1139, 430, 718, 377, 87, 513, 582]"
67,10.782367706298828,0,92160000,"[269, 312, 1060, 874, 2969, 3177, 2889, 909, 474, 111, 631, 378, 701, 1070, 2594, 414, 27, 998, 513, 2315, 2078, 294, 148, 285, 925, 1126, 385, 585, 395, 74, 535, 485]"
68,10.675840377807617,0,92160000,"[284, 308, 824, 916, 2879, 2640, 2916, 887, 500, 97, 867, 384, 626, 1148, 2625, 394, 34, 1118, 537, 2369, 2089, 292, 144, 336, 1008, 1056, 434, 609, 372, 102, 584, 621]"
69,10.718496322631836,0,92160000,"[319, 309, 865, 880, 3033, 2914, 2877, 968, 458, 119, 734, 330, 694, 1211, 2463, 403, 39, 1135, 573, 2144, 2066, 273, 123, 352, 1092, 1044, 422, 673, 361, 77, 475, 574]"
70,13.043487548828125,0,92160000,"[319, 276, 889, 847, 3004, 2707, 3107, 942, 491, 105, 697, 325, 682, 1105, 2635, 407, 32, 988, 515, 2330, 2089, 288, 133, 299, 1000, 1088, 418, 660, 359, 86, 564, 613]"
71,10.67728042602539,0,92160000,"[320, 308, 908, 827, 3207, 2794, 3037, 869, 491, 93, 691, 343, 709, 1180, 2486, 392, 42, 1042, 496, 2160, 2106, 253, 149, 354, 950, 1143, 377, 670, 351, 74, 585, 593]"
72,10.689984321594238,0,92160000,"[251, 295, 826, 847, 2990, 3048, 2898, 877, 511, 103, 735, 397, 708, 1114, 2610, 496, 28, 1032, 529, 2137, 2130, 229, 142, 293, 1056, 1127, 434, 679, 367, 87, 478, 546]"
73,10.693632125854492,0,92160000,"[322, 302, 907, 912, 2996, 2896, 2995, 939, 476, 101, 759, 353, 712, 1230, 2487, 389, 32, 1073, 510, 2095, 2143, 280, 151, 331, 988, 1040, 419, 680, 332, 102, 508, 540]"
74,10.709952354431152,0,92160000,"[324, 296, 890, 808, 3209, 2897, 3087, 1020, 443, 136, 655, 298, 696, 1079, 2733, 428, 22, 989, 488, 2245, 2064, 297, 128, 261, 1033, 1023, 386, 591, 320, 89, 555, 510]"
75,10.666399955749512,0,92160000,"[308, 296, 932, 934, 2835, 2734, 2808, 846, 528, 83, 758, 380, 726, 1283, 2534, 378, 30, 1051, 542, 2374, 2100, 295, 135, 375, 976, 1053, 389, 680, 384, 84, 578, 591]"
76,10.65174388885498,0,92160000,"[290, 260, 819, 953, 3086, 2892, 2889, 905, 458, 101, 778, 385, 712, 1367, 2281, 360, 47, 1184, 604, 1859, 2183, 298, 168, 357, 992, 1068, 489, 657, 374, 81, 478, 625]"
77,10.648127555847168,0,92160000,"[348, 307, 800, 878, 3130, 2985, 2892, 867, 464, 108, 759, 372, 658, 1209, 2447, 442, 32, 1034, 596, 2085, 2074, 281, 166, 314, 1054, 1022, 471, 644, 377, 83, 566, 535]"
78,12.837311744689941,0,92160000,"[309, 283, 873, 797, 2765, 2981, 2807, 850, 505, 97, 693, 300, 708, 1156, 2882, 398, 28, 984, 480, 2355, 2151, 275, 133, 299, 1113, 1034, 479, 678, 335, 81, 534, 637]"
79,10.660575866699219,0,92160000,"[291, 301, 938, 702, 3582, 3359, 3381, 856, 438, 79, 666, 280, 722, 1001, 2530, 360, 28, 852, 478, 2247, 1819, 280, 119, 306, 906, 1044, 349, 552, 349, 64, 571, 550]"
80,10.607999801635742,0,92160000,"[312, 288, 838, 928, 2794, 2667, 2729, 818, 550, 86, 804, 376, 761, 1222, 2492, 489, 45, 1111, 517, 2260, 2185, 307, 142, 384, 1076, 1105, 404, 742, 331, 80, 517, 640]"
81,10.702367782592773,0,92160000,"[298, 226, 814, 822, 3206, 3116, 3105, 921, 477, 74, 640, 323, 656, 1233, 2593, 372, 43, 1050, 486, 2140, 2014, 260, 158, 303, 976, 1024, 435, 636, 349, 91, 563, 596]"
82,10.66982364654541,0,92160000,"[347, 294, 851, 878, 2964, 2956, 2952, 871, 524, 100, 703, 347, 699, 1128, 2577, 377, 38, 1069, 499, 2177, 2180, 261, 123, 297, 1050, 1062, 360, 669, 404, 82, 536, 625]"
83,10.694144248962402,0,92160000,"[309, 264, 866, 848, 3121, 3065, 2960, 910, 447, 83, 652, 346, 715, 1104, 2573, 360, 42, 999, 556, 2240, 2113, 287, 128, 316, 981, 1149, 387, 670, 369, 63, 532, 545]"
84,10.689855575561523,0,92160000,"[293, 257, 841, 766, 3233, 3100, 3088, 923, 410, 103, 577, 326, 624, 1168, 2643, 486, 32, 927, 560, 2201, 2030, 268, 134, 255, 1120, 1111, 379, 585, 333, 93, 615, 519]"
85,10.72060775756836,0,92160000,"[334, 277, 823, 852, 3112, 3034, 3153, 977, 449, 81, 680, 349, 732, 1051, 2573, 419, 33, 1005, 499, 2238, 1962, 258, 136, 308, 973, 1141, 413, 648, 342, 87, 523, 538]"
86,10.658623695373535,0,92160000,"[335, 301, 847, 831, 2959, 2860, 2890, 874, 490, 106, 690, 315, 727, 1200, 2642, 508, 27, 996, 557, 2341, 2026, 261, 153, 293, 1076, 1058, 396, 670, 349, 67, 567, 588]"
87,10.700639724731445,0,92160000,"[328, 328, 835, 853, 2920, 2798, 2815, 830, 521, 120, 666, 340, 694, 1164, 2709, 391, 27, 1036, 567, 2300, 2241, 295, 131, 330, 1119, 1109, 397, 675, 320, 89, 535, 517]"
88,10.641632080078125,0,92160000,"[307, 303, 865, 883, 2935, 3007, 2862, 883, 512, 106, 704, 323, 816, 1170, 2598, 384, 28, 985, 547, 2162, 2068, 288, 148, 297, 1019, 1092, 392, 667, 389, 93, 526, 641]"
89,10.649503707885742,0,92160000,"[331, 284, 803, 859, 3053, 2965, 2956, 921, 475, 98, 721, 389, 715, 1201, 2475, 367, 38, 1092, 497, 2194, 2149, 271, 138, 298, 1051, 937, 456, 655, 351, 82, 575, 603]"
90,10.699328422546387,0,92160000,"[262, 320, 803, 860, 3148, 2933, 3003, 854, 440, 100, 699, 338, 718, 1199, 2574, 404, 35, 995, 623, 2091, 2161, 292, 150, 281, 1066, 1091, 415, 606, 365, 95, 494, 585]"
91,10.673664093017578,0,92160000,"[279, 353, 894, 847, 2856, 2779, 2800, 796, 497, 126, 743, 348, 729, 1228, 2515, 432, 25, 1016, 514, 2260, 2146, 318, 149, 312, 1110, 1105, 445, 705, 417, 71, 560, 625]"
