iteration,latency (ms),total number of bytes sent,total number of bytes recv,tokens per expert
3,10.723039627075195,0,92160000,"[1101, 988, 1064, 795, 814, 568, 1066, 1596, 739, 839, 104, 915, 366, 951, 381, 1202, 677, 3044, 703, 1087, 1775, 571, 303, 479, 292, 693, 581, 1127, 783, 1053, 968, 2375]"
4,10.64031982421875,0,92160000,"[1059, 970, 1039, 751, 934, 602, 1058, 1303, 898, 756, 71, 954, 418, 867, 412, 1205, 625, 3024, 667, 1074, 1914, 550, 297, 539, 319, 720, 685, 1142, 792, 1042, 911, 2402]"
5,10.627519607543945,0,92160000,"[1009, 1029, 1075, 780, 857, 602, 1102, 1594, 849, 800, 87, 990, 411, 1000, 418, 1131, 595, 2860, 707, 1124, 1832, 558, 344, 541, 312, 696, 658, 1074, 709, 1096, 854, 2306]"
6,10.687135696411133,0,92160000,"[946, 874, 900, 721, 807, 614, 1074, 1425, 747, 776, 109, 941, 418, 912, 430, 971, 681, 3307, 697, 1004, 2318, 561, 252, 464, 278, 671, 666, 1078, 732, 1047, 772, 2807]"
7,10.61241626739502,0,92160000,"[1025, 976, 989, 716, 807, 540, 1100, 1416, 684, 839, 101, 980, 419, 971, 404, 1081, 641, 3155, 696, 1138, 1940, 539, 366, 481, 317, 712, 585, 1096, 878, 1058, 895, 2455]"
8,10.639776229858398,0,92153856,"[945, 988, 945, 760, 833, 634, 1122, 1311, 762, 824, 113, 882, 362, 887, 385, 947, 665, 3144, 715, 1265, 2050, 477, 229, 500, 288, 739, 621, 1153, 815, 1240, 816, 2581]"
9,10.749631881713867,0,92160000,"[1067, 1038, 902, 743, 908, 584, 1051, 1480, 823, 737, 111, 914, 440, 908, 415, 1108, 619, 3084, 742, 1177, 1782, 552, 395, 518, 285, 748, 717, 1047, 722, 1099, 913, 2371]"
10,10.63491153717041,0,92160000,"[1039, 1022, 906, 764, 849, 634, 1111, 1377, 775, 862, 89, 1162, 429, 881, 498, 1031, 650, 2861, 848, 1079, 1752, 526, 313, 560, 352, 788, 757, 1139, 710, 1112, 882, 2242]"
11,10.709407806396484,0,92160000,"[990, 1073, 924, 731, 868, 587, 1103, 1461, 723, 942, 103, 956, 432, 916, 365, 1141, 597, 2986, 750, 1078, 2118, 554, 334, 549, 298, 675, 527, 1076, 711, 1057, 957, 2418]"
12,10.69264030456543,0,92160000,"[942, 1018, 941, 780, 926, 590, 1049, 1448, 731, 788, 129, 906, 378, 962, 365, 1118, 598, 2997, 875, 1026, 1891, 583, 344, 499, 320, 743, 699, 1078, 804, 1120, 909, 2443]"
13,10.678272247314453,0,92160000,"[942, 1029, 914, 743, 851, 629, 1081, 1585, 773, 841, 96, 1025, 283, 1002, 349, 1082, 732, 3024, 810, 1061, 1773, 551, 476, 546, 304, 710, 666, 1115, 658, 1142, 829, 2378]"
14,10.670080184936523,0,92160000,"[914, 996, 969, 744, 887, 665, 1088, 1630, 686, 764, 111, 847, 376, 915, 407, 1074, 673, 3037, 662, 1099, 2095, 533, 455, 497, 304, 687, 616, 1039, 731, 1049, 868, 2582]"
15,10.68825626373291,0,92160000,"[1053, 957, 976, 680, 852, 668, 1128, 1637, 731, 986, 105, 963, 452, 959, 401, 1176, 674, 2765, 752, 1101, 1806, 539, 354, 526, 267, 714, 654, 1054, 802, 1096, 875, 2297]"
16,10.714303970336914,0,92160000,"[1019, 999, 993, 777, 885, 494, 1102, 1560, 683, 861, 117, 936, 401, 828, 425, 1170, 637, 2977, 733, 1101, 2106, 576, 305, 467, 289, 700, 615, 1046, 788, 891, 910, 2609]"
