iteration,latency (ms),total number of bytes sent,total number of bytes recv,tokens per expert
3,10.722784042358398,0,90961920,"[784, 966, 524, 542, 525, 924, 613, 963, 589, 1313, 807, 479, 4061, 504, 584, 662, 1350, 654, 917, 712, 1025, 467, 781, 519, 1005, 593, 843, 1548, 2151, 739, 878, 588]"
4,10.680831909179688,0,90829824,"[761, 975, 531, 597, 536, 890, 621, 946, 697, 1096, 831, 483, 4032, 556, 613, 724, 1364, 688, 936, 693, 1010, 592, 723, 526, 1017, 621, 663, 1467, 2160, 727, 923, 568]"
5,10.693632125854492,0,90756096,"[761, 1027, 476, 663, 551, 879, 574, 967, 735, 1145, 851, 478, 4005, 544, 615, 729, 1473, 649, 737, 738, 1005, 556, 920, 529, 1019, 568, 715, 1439, 2021, 783, 761, 630]"
6,10.690655708312988,0,90378240,"[762, 908, 456, 606, 509, 806, 680, 882, 623, 1063, 749, 407, 4900, 541, 636, 698, 1238, 580, 770, 777, 952, 506, 760, 519, 945, 599, 694, 1238, 2601, 648, 826, 541]"
7,10.707167625427246,0,90783744,"[713, 906, 466, 624, 614, 901, 532, 909, 643, 1249, 777, 533, 4389, 498, 603, 748, 1364, 650, 677, 669, 1048, 518, 841, 507, 1087, 571, 733, 1390, 2183, 673, 848, 688]"
8,10.703455924987793,0,90240000,"[832, 920, 487, 613, 518, 839, 595, 893, 691, 1044, 725, 432, 4682, 551, 589, 645, 1321, 591, 760, 834, 918, 507, 755, 569, 1080, 521, 750, 1309, 2251, 680, 840, 633]"
9,10.737343788146973,0,90762240,"[723, 942, 457, 635, 460, 934, 676, 974, 683, 1194, 882, 475, 4065, 503, 601, 630, 1349, 680, 856, 851, 1121, 565, 796, 497, 971, 561, 714, 1392, 2051, 706, 915, 686]"
10,10.6878080368042,0,91213824,"[794, 1068, 545, 658, 560, 974, 596, 1027, 677, 1051, 810, 421, 3903, 574, 586, 819, 1301, 600, 860, 907, 1046, 645, 866, 565, 1032, 632, 753, 1280, 1894, 672, 940, 636]"
11,10.746879577636719,0,90768384,"[835, 856, 448, 669, 536, 838, 715, 1076, 715, 1182, 833, 464, 4231, 457, 597, 659, 1317, 662, 819, 660, 983, 531, 922, 517, 1022, 525, 761, 1301, 2205, 711, 903, 597]"
12,10.778752326965332,0,90667008,"[699, 937, 470, 639, 502, 827, 692, 951, 678, 1280, 780, 424, 4199, 380, 568, 813, 1345, 676, 856, 777, 1070, 525, 790, 509, 1034, 615, 780, 1411, 2128, 766, 798, 595]"
13,10.707327842712402,0,90630144,"[822, 865, 559, 640, 487, 831, 671, 1010, 620, 1227, 811, 448, 4160, 542, 611, 682, 1325, 799, 862, 789, 1058, 563, 827, 457, 992, 628, 877, 1151, 2050, 663, 790, 685]"
