iteration,latency (ms),total number of bytes sent,total number of bytes recv,tokens per expert
3,6.571455955505371,0,92141568,"[1750, 1539, 4298, 2568, 5587, 3864, 2297, 8091]"
4,6.571648120880127,0,92061696,"[1664, 1489, 4034, 2490, 5839, 3826, 2224, 8402]"
5,6.8750081062316895,0,92150784,"[1617, 1414, 4012, 2565, 5572, 4190, 2240, 8387]"
6,6.616640090942383,0,92147712,"[1552, 1291, 4182, 2554, 5962, 3951, 2028, 8476]"
7,6.589024066925049,0,92098560,"[1613, 1351, 3919, 2442, 5779, 4024, 2046, 8806]"
8,6.611199855804443,0,92132352,"[1630, 1574, 4111, 2620, 5664, 3725, 2305, 8362]"
9,6.5979838371276855,0,92116992,"[1583, 1458, 3893, 2608, 5670, 3984, 2161, 8629]"
10,6.586559772491455,0,92067840,"[1698, 1373, 3969, 2494, 5800, 3968, 2224, 8444]"
11,6.600287914276123,0,92098560,"[1734, 1581, 4448, 2536, 5403, 3748, 2301, 8229]"
12,6.572447776794434,0,92123136,"[1658, 1500, 3973, 2521, 5904, 3955, 2102, 8375]"
13,6.591936111450195,0,92156928,"[1636, 1518, 3931, 2592, 5846, 4070, 2037, 8369]"
14,6.5747199058532715,0,92123136,"[1473, 1298, 4177, 2432, 5878, 3836, 2121, 8773]"
15,6.592991828918457,0,92095488,"[1686, 1577, 3883, 2654, 5937, 3657, 2248, 8337]"
16,6.587776184082031,0,92153856,"[1655, 1543, 4046, 2453, 5822, 3904, 2116, 8459]"
17,6.60316801071167,0,92147712,"[1557, 1438, 4290, 2585, 5708, 4002, 2060, 8356]"
18,6.582367897033691,0,92144640,"[1730, 1619, 4009, 2529, 5666, 3870, 2297, 8275]"
19,6.593664169311523,0,92144640,"[1628, 1446, 4215, 2453, 5661, 3925, 2118, 8549]"
20,6.583648204803467,0,92123136,"[1521, 1367, 3896, 2464, 6078, 4020, 1965, 8677]"
21,6.69868803024292,0,92064768,"[1638, 1461, 3960, 2622, 5797, 3858, 2350, 8283]"
22,6.538847923278809,0,92098560,"[1744, 1516, 3899, 2427, 5814, 3759, 2315, 8506]"
23,6.569024085998535,0,92150784,"[1613, 1447, 4034, 2608, 6012, 3772, 2135, 8376]"
24,6.552031993865967,0,92107776,"[1714, 1547, 4122, 2560, 5421, 3916, 2288, 8415]"
25,6.562399864196777,0,92150784,"[1726, 1620, 4011, 2585, 5536, 3754, 2269, 8496]"
26,6.558847904205322,0,92110848,"[1854, 1525, 4180, 2443, 5746, 3766, 2182, 8288]"
27,6.5859198570251465,0,92129280,"[1770, 1604, 4356, 2607, 5539, 3561, 2298, 8255]"
28,6.571135997772217,0,92070912,"[1554, 1368, 4236, 2468, 5743, 3962, 2115, 8525]"
29,6.592639923095703,0,92126208,"[1792, 1614, 3916, 2723, 5674, 3878, 2187, 8205]"
30,6.673247814178467,0,92107776,"[1590, 1297, 4119, 2438, 5620, 3993, 2027, 8899]"
31,6.590720176696777,0,92086272,"[1717, 1528, 4134, 2678, 5735, 3728, 2207, 8249]"
32,6.586336135864258,0,92150784,"[1715, 1534, 3935, 2477, 5679, 3974, 2227, 8456]"
33,6.57747220993042,0,92098560,"[1617, 1441, 4078, 2558, 5544, 4012, 2116, 8614]"
34,6.571167945861816,0,92113920,"[1652, 1492, 4213, 2555, 5772, 3836, 2095, 8370]"
35,6.56166410446167,0,92116992,"[1826, 1565, 3983, 2648, 5625, 4048, 2131, 8160]"
36,6.598464012145996,0,92141568,"[1517, 1405, 4202, 2458, 5663, 3873, 2262, 8614]"
37,6.578368186950684,0,92092416,"[1633, 1474, 4207, 2493, 5620, 3969, 2194, 8388]"
38,6.550271987915039,0,92147712,"[1558, 1417, 3829, 2456, 6024, 3888, 2075, 8749]"
39,6.542687892913818,0,92160000,"[1774, 1519, 3963, 2566, 5846, 3983, 2144, 8205]"
40,6.566656112670898,0,92156928,"[1775, 1473, 4328, 2579, 5490, 3892, 2328, 8134]"
41,6.557888031005859,0,92147712,"[1579, 1366, 3972, 2440, 5866, 3975, 2111, 8687]"
42,6.586143970489502,0,92101632,"[1668, 1554, 4267, 2551, 5521, 3805, 2204, 8411]"
43,6.566656112670898,0,92120064,"[1620, 1486, 4153, 2532, 5648, 3988, 2218, 8342]"
44,6.670656204223633,0,92150784,"[1557, 1429, 4153, 2480, 5761, 3849, 2049, 8719]"
