iteration,latency (ms),total number of bytes sent,total number of bytes recv,tokens per expert
3,6.81056022644043,0,92160000,"[2594, 3514, 4771, 2884, 2954, 4207, 5178, 3898]"
4,6.961215972900391,0,92160000,"[2443, 3750, 4766, 2947, 2856, 4216, 5170, 3852]"
5,6.821280002593994,0,92160000,"[2589, 3822, 4782, 2860, 2876, 4045, 5110, 3916]"
6,7.458335876464844,0,92160000,"[2421, 3460, 5128, 2759, 2672, 3557, 5540, 4463]"
7,6.6910719871521,0,92160000,"[2454, 3927, 5044, 2783, 2705, 3997, 5002, 4088]"
8,6.699615955352783,0,92156928,"[2497, 3583, 4929, 2839, 2880, 4109, 5042, 4120]"
9,6.778656005859375,0,92160000,"[2420, 3629, 5093, 2886, 2716, 4106, 5083, 4067]"
10,6.9231038093566895,0,92160000,"[2522, 3344, 5083, 2811, 2914, 3860, 5317, 4149]"
11,6.629568099975586,0,92160000,"[2680, 3810, 4673, 2898, 2880, 4481, 4877, 3701]"
12,6.608255863189697,0,92135424,"[2371, 3261, 5085, 2648, 2850, 3905, 5436, 4436]"
13,6.651008129119873,0,92153856,"[2298, 3521, 5066, 3012, 2987, 3858, 5173, 4083]"
14,6.836480140686035,0,92160000,"[2475, 3541, 4967, 2787, 2730, 4078, 5277, 4145]"
15,6.902368068695068,0,92156928,"[2449, 3597, 4991, 2753, 2756, 3904, 5115, 4434]"
16,6.799935817718506,0,92160000,"[2470, 3705, 5049, 2813, 2873, 3935, 5220, 3935]"
17,6.667647838592529,0,92160000,"[2534, 3267, 4837, 2866, 2895, 4291, 5239, 4071]"
18,6.704991817474365,0,92160000,"[2425, 3426, 5035, 2824, 2998, 3856, 5091, 4345]"
19,6.836128234863281,0,92144640,"[2537, 3556, 4985, 2775, 2767, 4189, 5097, 4089]"
20,7.196063995361328,0,92147712,"[2428, 3827, 5063, 2748, 2575, 3920, 5276, 4159]"
21,6.654496192932129,0,92126208,"[2493, 3729, 4894, 2708, 2891, 3883, 5270, 4121]"
22,6.692895889282227,0,92129280,"[2499, 3553, 5012, 2788, 2799, 3959, 5118, 4262]"
23,6.655968189239502,0,92160000,"[2496, 3620, 5000, 2765, 2729, 3911, 5182, 4297]"
24,6.8403520584106445,0,92150784,"[2632, 3537, 4844, 2928, 2942, 4120, 5115, 3879]"
25,6.708127975463867,0,92160000,"[2609, 3847, 4742, 2886, 2844, 4269, 4938, 3865]"
26,6.656991958618164,0,92160000,"[2528, 3889, 4722, 2998, 2870, 4201, 4909, 3883]"
27,6.644735813140869,0,92160000,"[2584, 3647, 4729, 2933, 2947, 4209, 4982, 3969]"
28,6.641759872436523,0,92160000,"[2702, 3910, 4925, 2675, 2679, 4246, 5082, 3781]"
29,6.998655796051025,0,92160000,"[2491, 3330, 4770, 2963, 2969, 4138, 5232, 4107]"
30,6.610400199890137,0,92135424,"[2581, 3542, 4958, 2652, 2807, 4099, 5128, 4225]"
31,6.627071857452393,0,92132352,"[2481, 3674, 4928, 2893, 2783, 4171, 5073, 3988]"
32,6.6495041847229,0,92160000,"[2450, 3595, 4901, 2874, 2948, 3956, 5306, 3970]"
33,6.861599922180176,0,92160000,"[2531, 3225, 4851, 2961, 2865, 4002, 5369, 4196]"
34,6.666207790374756,0,92160000,"[2446, 3514, 4928, 2881, 2820, 4055, 5262, 4094]"
35,6.886240005493164,0,92156928,"[2434, 3717, 4837, 2800, 2869, 4128, 5106, 4108]"
36,6.6339521408081055,0,92160000,"[2518, 3718, 5001, 2814, 2713, 3897, 5265, 4074]"
37,6.627935886383057,0,92135424,"[2531, 3546, 4843, 2804, 2996, 4077, 5325, 3870]"
38,6.904736042022705,0,92160000,"[2468, 3731, 5008, 2733, 2626, 4011, 5135, 4288]"
39,6.744736194610596,0,92160000,"[2429, 3450, 5019, 2879, 2916, 4143, 5071, 4093]"
40,6.886943817138672,0,92153856,"[2585, 3461, 4688, 2955, 3214, 4114, 5226, 3755]"
41,6.627999782562256,0,92144640,"[2502, 3760, 5008, 2862, 2690, 3804, 5078, 4291]"
42,6.644415855407715,0,92132352,"[2662, 3619, 4792, 2893, 2939, 4030, 4977, 4079]"
43,6.802624225616455,0,92160000,"[2524, 3540, 4884, 2721, 2915, 4065, 5167, 4184]"
44,6.632319927215576,0,92160000,"[2451, 3683, 4989, 2801, 2980, 4171, 5146, 3779]"
45,7.021215915679932,0,92160000,"[2398, 3837, 4995, 2708, 2892, 4066, 5180, 3924]"
46,6.636864185333252,0,92160000,"[2452, 3837, 4980, 2957, 2676, 4031, 5271, 3796]"
47,6.839392185211182,0,92160000,"[2494, 3701, 4854, 2837, 2810, 4084, 5036, 4184]"
48,6.7674880027771,0,92160000,"[2361, 3614, 4933, 2718, 3024, 4210, 5289, 3851]"
49,7.01478385925293,0,92156928,"[2486, 3888, 5040, 2660, 2689, 3912, 5273, 4051]"
50,6.680511951446533,0,92160000,"[2537, 3482, 5009, 2758, 2861, 3907, 5346, 4100]"
