iteration,latency (ms),total number of bytes sent,total number of bytes recv,tokens per expert
3,3.3392961025238037,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
4,3.3270719051361084,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
5,3.4131839275360107,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
6,3.3600640296936035,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
7,3.33622407913208,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
8,3.331360101699829,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
9,3.325376033782959,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
10,3.3469440937042236,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
11,3.3325440883636475,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
12,3.315200090408325,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
13,3.3207359313964844,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
14,3.3367040157318115,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
15,3.3025600910186768,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
16,3.329440116882324,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
17,3.3121280670166016,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
18,3.3238399028778076,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
19,3.3291521072387695,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
20,3.3564159870147705,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
21,3.392224073410034,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
22,3.9469120502471924,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
23,3.310175895690918,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
24,3.3089280128479004,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
25,3.309760093688965,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
26,3.3161919116973877,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
27,3.326688051223755,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
28,3.3193280696868896,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
29,3.32259202003479,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
30,3.3701438903808594,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
31,3.2848000526428223,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
32,3.300096035003662,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
33,3.329535961151123,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
34,3.5378239154815674,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
35,3.301919937133789,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
36,3.314879894256592,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
37,3.32857608795166,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
38,3.811295986175537,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
39,3.304800033569336,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
40,3.329792022705078,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
41,3.314271926879883,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
42,3.311840057373047,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
43,3.3176639080047607,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
44,3.2972800731658936,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
45,3.32694411277771,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
46,3.3126718997955322,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
47,3.3025920391082764,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
48,3.2827200889587402,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
49,3.3268799781799316,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
50,3.3255679607391357,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
51,3.3516159057617188,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
52,3.3129279613494873,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
53,3.3195838928222656,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
54,3.344127893447876,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
55,3.3102400302886963,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
56,3.343967914581299,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
57,3.3407039642333984,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
58,3.3118081092834473,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
59,9.206624031066895,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
60,3.3004798889160156,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
61,3.309407949447632,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
62,3.3012800216674805,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
63,3.3293440341949463,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
64,3.3539199829101562,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
65,3.3168959617614746,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
66,3.3048319816589355,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
67,3.306368112564087,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
68,3.31712007522583,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
69,3.3209919929504395,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
70,3.323904037475586,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
71,3.3223679065704346,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
72,3.3379199504852295,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
73,3.304095983505249,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
74,3.309216022491455,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
75,3.2940480709075928,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
76,3.3042240142822266,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
77,3.444063901901245,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
78,3.3136959075927734,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
79,3.3172800540924072,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
80,3.2915520668029785,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
81,3.304960012435913,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
82,3.3078720569610596,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
83,3.3062078952789307,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
84,3.316960096359253,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
85,3.310879945755005,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
86,3.306335926055908,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
87,3.2953920364379883,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
88,3.2893118858337402,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
89,3.3131520748138428,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
90,3.3005120754241943,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
91,3.291264057159424,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
92,3.3083839416503906,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
93,3.3034238815307617,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
94,3.2904319763183594,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
95,3.300960063934326,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
96,3.308351993560791,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
97,3.306015968322754,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
98,3.311840057373047,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
99,3.295520067214966,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
100,3.303040027618408,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
101,3.2941761016845703,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
102,3.313119888305664,0,768000,"[0, 0, 0, 250, 0, 0, 0, 0]"
