iteration,latency (ms),total number of bytes sent,total number of bytes recv,tokens per expert
3,6.591231822967529,0,91849728,"[3123, 3225, 5827, 2757, 2937, 5928, 3493, 2609]"
4,6.527167797088623,0,91766784,"[3029, 3194, 5979, 2696, 2851, 6038, 3541, 2544]"
5,6.593376159667969,0,91843584,"[3033, 3108, 5965, 2628, 2823, 6158, 3737, 2445]"
6,6.612607955932617,0,91643904,"[3097, 2907, 6428, 2542, 2434, 6454, 3673, 2297]"
7,6.5496320724487305,0,91785216,"[2892, 2798, 6120, 2653, 2615, 6564, 3791, 2445]"
8,6.89302396774292,0,91929600,"[3124, 2941, 5999, 2933, 3057, 5755, 3439, 2677]"
9,6.584288120269775,0,91794432,"[3057, 2891, 6125, 2725, 2774, 6115, 3599, 2595]"
10,6.588479995727539,0,91834368,"[2971, 2972, 6329, 2661, 2642, 6256, 3656, 2407]"
11,6.555359840393066,0,91901952,"[3007, 3227, 5430, 2865, 3117, 5986, 3619, 2665]"
12,6.586559772491455,0,91769856,"[2874, 3078, 6225, 2649, 2778, 6181, 3753, 2335]"
13,6.541376113891602,0,91886592,"[3073, 3068, 6187, 2764, 2580, 6190, 3636, 2413]"
14,6.587808132171631,0,91668480,"[3002, 3002, 6349, 2459, 2758, 6450, 3363, 2457]"
15,6.563424110412598,0,91828224,"[2977, 2796, 6079, 2731, 2912, 6071, 3722, 2604]"
16,6.547872066497803,0,91742208,"[3074, 3079, 6147, 2673, 2703, 6107, 3614, 2467]"
17,6.599071979522705,0,91819008,"[3026, 3105, 6314, 2625, 2855, 6117, 3315, 2532]"
18,6.548160076141357,0,92000256,"[3138, 3011, 5722, 2973, 2888, 5675, 3749, 2792]"
19,6.575232028961182,0,91819008,"[2920, 2993, 6005, 2610, 2807, 6327, 3614, 2613]"
20,6.564352035522461,0,91665408,"[3034, 2699, 6411, 2483, 2704, 6557, 3482, 2469]"
21,6.565087795257568,0,91858944,"[3043, 3009, 5928, 2786, 2885, 6062, 3621, 2568]"
22,6.567584037780762,0,91683840,"[3067, 3020, 6070, 2717, 2930, 5848, 3541, 2652]"
23,6.559872150421143,0,91791360,"[3126, 2965, 6155, 2725, 2644, 6129, 3633, 2503]"
24,6.53331184387207,0,91794432,"[3119, 3048, 5814, 2800, 2929, 5907, 3562, 2702]"
25,6.568543910980225,0,91849728,"[2922, 2809, 5852, 2927, 3007, 6130, 3515, 2737]"
26,6.560480117797852,0,91828224,"[3107, 3038, 5766, 2853, 2987, 5906, 3656, 2579]"
27,6.565887928009033,0,91969536,"[3268, 3021, 5562, 2989, 2978, 5686, 3667, 2767]"
28,6.518303871154785,0,91757568,"[2831, 2796, 6147, 2563, 3028, 6555, 3568, 2381]"
29,6.536320209503174,0,91776000,"[3199, 3047, 5913, 3024, 2929, 5626, 3440, 2697]"
30,6.562848091125488,0,91729920,"[2822, 3085, 6406, 2542, 2820, 6222, 3529, 2434]"
31,6.557663917541504,0,91779072,"[3122, 3013, 5963, 2798, 2901, 5935, 3630, 2514]"
32,6.546239852905273,0,91723776,"[2995, 2996, 6198, 2809, 2792, 5985, 3658, 2425]"
33,6.850912094116211,0,91745280,"[3114, 3070, 6215, 2766, 2733, 5979, 3518, 2470]"
34,6.5373759269714355,0,91671552,"[3002, 3038, 6236, 2788, 2654, 6140, 3527, 2456]"
35,6.573919773101807,0,91831296,"[2828, 2848, 6110, 2841, 2879, 6253, 3527, 2607]"
36,6.821631908416748,0,91763712,"[3052, 2998, 6186, 2611, 2724, 6273, 3661, 2366]"
37,6.524608135223389,0,91671552,"[3155, 3188, 6091, 2710, 2705, 5951, 3589, 2452]"
38,6.539680004119873,0,91754496,"[2948, 2880, 6270, 2540, 2781, 6425, 3516, 2508]"
39,6.58076810836792,0,91809792,"[2915, 3018, 5961, 2888, 2893, 6117, 3451, 2643]"
40,6.548192024230957,0,91819008,"[3061, 3251, 6014, 2733, 2820, 5919, 3550, 2541]"
41,6.541056156158447,0,91812864,"[2963, 2868, 6281, 2533, 2634, 6634, 3635, 2339]"
42,6.600863933563232,0,91908096,"[2968, 3025, 5688, 2820, 2967, 6183, 3553, 2714]"
43,6.607135772705078,0,91736064,"[2922, 3101, 6114, 2698, 2957, 6027, 3461, 2582]"
44,6.5349440574646,0,91855872,"[3051, 3194, 6036, 2784, 2636, 6232, 3575, 2393]"
45,6.556640148162842,0,91748352,"[2870, 3018, 6229, 2694, 2593, 6244, 3641, 2577]"
46,6.559487819671631,0,91831296,"[3299, 2976, 5915, 2754, 2862, 5989, 3579, 2519]"
47,6.550879955291748,0,91929600,"[2916, 3028, 6002, 2722, 3050, 6039, 3523, 2645]"
48,6.602303981781006,0,91886592,"[3206, 3102, 6081, 2820, 2707, 6110, 3471, 2414]"
49,6.5920000076293945,0,91736064,"[2889, 2987, 6217, 2564, 2723, 6379, 3688, 2415]"
50,6.580639839172363,0,91726848,"[3119, 3160, 6162, 2506, 2617, 6182, 3754, 2359]"
51,6.773568153381348,0,91812864,"[2943, 3107, 6071, 2872, 2789, 5869, 3597, 2639]"
52,6.534304141998291,0,91742208,"[2983, 3100, 5878, 2783, 2904, 5879, 3700, 2637]"
53,6.577023983001709,0,91656192,"[2995, 3057, 6214, 2664, 2807, 6155, 3427, 2517]"
54,6.539455890655518,0,91776000,"[3163, 3021, 6235, 2507, 2586, 6103, 3831, 2429]"
55,6.547359943389893,0,91901952,"[2991, 3103, 5926, 2940, 2815, 5991, 3468, 2682]"
56,6.564703941345215,0,91619328,"[2769, 2978, 6476, 2689, 2910, 6149, 3391, 2462]"
57,7.937664031982422,0,91926528,"[3038, 2937, 5992, 2783, 2793, 6152, 3618, 2611]"
58,6.568352222442627,0,91991040,"[3069, 3237, 5828, 2821, 2921, 5876, 3606, 2587]"
59,12.546815872192383,0,91791360,"[3085, 3001, 6055, 2953, 2889, 5868, 3417, 2612]"
60,6.565184116363525,0,91852800,"[2831, 2764, 6145, 2634, 2817, 6508, 3606, 2595]"
61,6.5338239669799805,0,91791360,"[2949, 3206, 6230, 2589, 2850, 6338, 3419, 2299]"
62,6.5959038734436035,0,91739136,"[3094, 3038, 6082, 2761, 2757, 6044, 3611, 2476]"
63,6.512735843658447,0,91828224,"[3158, 3043, 5670, 2935, 2937, 5848, 3537, 2764]"
64,6.991648197174072,0,91852800,"[3024, 2888, 6071, 2668, 2651, 6441, 3714, 2443]"
65,6.614463806152344,0,91895808,"[3296, 3000, 5676, 3009, 2823, 5530, 3731, 2849]"
66,6.554944038391113,0,91880448,"[3027, 3132, 5557, 2942, 3038, 5836, 3368, 3009]"
67,6.544511795043945,0,91726848,"[3047, 2833, 6082, 2569, 2692, 6229, 3873, 2534]"
68,6.5763840675354,0,91674624,"[3209, 3105, 5919, 2774, 2910, 5969, 3433, 2523]"
69,6.503232002258301,0,91705344,"[2986, 3099, 6513, 2556, 2548, 6400, 3344, 2406]"
70,6.531712055206299,0,91751424,"[2855, 3042, 6066, 2683, 2892, 6083, 3625, 2621]"
71,6.515456199645996,0,91837440,"[3307, 2990, 5812, 2785, 2742, 6072, 3512, 2675]"
72,6.544640064239502,0,91852800,"[3160, 3071, 5873, 2773, 2878, 6008, 3688, 2449]"
73,6.56006383895874,0,91941888,"[3007, 2868, 5851, 2846, 2911, 6044, 3654, 2748]"
74,6.555295944213867,0,91766784,"[2979, 3029, 6211, 2625, 2681, 6272, 3649, 2426]"
75,6.553440093994141,0,91723776,"[2853, 2895, 6041, 2635, 2775, 6250, 3750, 2659]"
76,6.5805439949035645,0,91723776,"[2968, 2736, 6443, 2554, 2733, 6526, 3434, 2464]"
77,6.534048080444336,0,91659264,"[3049, 2952, 6108, 2656, 2744, 6363, 3480, 2485]"
78,6.569407939910889,0,91726848,"[3396, 3160, 5719, 2973, 2631, 5805, 3623, 2552]"
79,6.55734395980835,0,91760640,"[3026, 2700, 5937, 2775, 2740, 6372, 3806, 2514]"
80,6.531167984008789,0,91858944,"[3109, 3197, 5985, 2592, 2532, 6518, 3678, 2291]"
81,6.532095909118652,0,91714560,"[3046, 2887, 6040, 2728, 2927, 6212, 3440, 2575]"
82,6.558464050292969,0,91868160,"[3113, 3140, 5981, 2711, 2724, 6039, 3614, 2583]"
83,6.577119827270508,0,91739136,"[2986, 2900, 6144, 2549, 2753, 6531, 3538, 2462]"
84,6.559743881225586,0,91653120,"[2967, 3119, 6281, 2706, 2686, 6146, 3623, 2307]"
85,6.555424213409424,0,91837440,"[3029, 3192, 5871, 2864, 2949, 5839, 3500, 2651]"
86,6.537248134613037,0,91935744,"[2958, 2958, 5877, 2881, 2943, 6220, 3422, 2668]"
87,6.574751853942871,0,91834368,"[3010, 3136, 5919, 2645, 2722, 6404, 3692, 2366]"
88,6.53056001663208,0,91883520,"[3179, 3050, 5755, 2849, 2882, 6038, 3507, 2650]"
89,6.544511795043945,0,91858944,"[2921, 2987, 5959, 2711, 2924, 6282, 3515, 2603]"
90,6.507455825805664,0,91825152,"[2927, 2842, 5947, 2932, 3182, 5839, 3448, 2774]"
91,6.570015907287598,0,91797504,"[3147, 3254, 5684, 2860, 2980, 5576, 3721, 2660]"
