iteration,latency (ms),total number of bytes sent,total number of bytes recv,tokens per expert
3,6.612351894378662,0,92135424,"[3777, 1232, 3861, 3999, 4373, 7556, 3767, 1427]"
4,6.616256237030029,0,92052480,"[3614, 1323, 3862, 4073, 4299, 7304, 4044, 1446]"
5,6.95689582824707,0,92144640,"[4201, 1261, 3931, 3985, 4279, 7278, 3665, 1395]"
6,6.678944110870361,0,92037120,"[3810, 1129, 4004, 4274, 4245, 8106, 3206, 1186]"
7,6.56496000289917,0,92024832,"[3937, 1081, 4131, 4120, 4418, 7521, 3480, 1268]"
8,6.593120098114014,0,92021760,"[3862, 1195, 3622, 4108, 4609, 7306, 3906, 1347]"
9,6.598976135253906,0,92123136,"[3826, 1096, 3499, 4083, 4533, 7790, 3783, 1378]"
10,6.605535984039307,0,92040192,"[3888, 1101, 3880, 4264, 4245, 7717, 3503, 1363]"
11,6.6179518699646,0,92104704,"[3983, 1321, 3816, 3930, 4486, 7002, 4056, 1388]"
12,6.636608123779297,0,92107776,"[3847, 1218, 3602, 4537, 3985, 7692, 3792, 1310]"
13,6.619647979736328,0,92107776,"[3885, 1206, 3584, 4306, 4079, 7758, 3837, 1328]"
14,6.626783847808838,0,91994112,"[3719, 1115, 3750, 4074, 4253, 8207, 3585, 1243]"
15,6.619423866271973,0,92012544,"[3708, 1191, 3878, 4308, 4087, 7369, 4029, 1382]"
16,6.616799831390381,0,92101632,"[3852, 1234, 3874, 4124, 4294, 7564, 3597, 1442]"
17,6.602719783782959,0,92055552,"[3738, 1171, 3702, 4258, 4587, 7665, 3544, 1301]"
18,6.627456188201904,0,91954176,"[3920, 1259, 3278, 4031, 4786, 7395, 3829, 1435]"
19,6.556735992431641,0,92049408,"[3954, 1199, 3989, 3974, 4568, 7437, 3533, 1310]"
20,6.615200042724609,0,92000256,"[3813, 1041, 4040, 4272, 4187, 7844, 3471, 1280]"
21,7.089824199676514,0,91908096,"[3753, 1194, 3502, 3980, 4474, 7687, 3921, 1407]"
22,6.708288192749023,0,92021760,"[3913, 1159, 3571, 4183, 4423, 7586, 3779, 1341]"
23,6.611072063446045,0,91883520,"[3628, 1138, 3717, 4257, 4425, 7956, 3459, 1330]"
24,6.573279857635498,0,92123136,"[3874, 1254, 3691, 3990, 4506, 7286, 3937, 1450]"
25,6.623487949371338,0,92101632,"[3701, 1233, 4095, 4027, 4383, 6853, 4258, 1431]"
26,6.604959964752197,0,92024832,"[3893, 1169, 3578, 4094, 4410, 7343, 4102, 1367]"
27,7.07206392288208,0,92086272,"[3714, 1163, 3704, 3851, 4495, 7434, 4131, 1484]"
28,6.588768005371094,0,92012544,"[3780, 1162, 4194, 4087, 4219, 7369, 3853, 1288]"
29,6.593952178955078,0,91911168,"[3674, 1168, 3513, 4109, 4477, 7442, 3981, 1555]"
