iteration,latency (ms)
0,313.4576721191406
1,313.69158935546875
2,312.8588562011719
3,313.2070617675781
4,313.10052490234375
5,313.4778137207031
6,312.71826171875
7,313.27484130859375
8,313.04168701171875
9,312.65155029296875
10,313.7176208496094
11,313.5824279785156
12,312.90924072265625
13,312.9644470214844
14,313.4149169921875
15,313.6063537597656
16,313.3103942871094
17,313.6316833496094
18,312.70599365234375
19,313.0346374511719
20,312.96185302734375
21,313.4211730957031
22,313.1159362792969
23,313.4715270996094
24,313.30548095703125
25,313.857177734375
26,313.8011779785156
27,313.0392150878906
28,313.36572265625
29,313.2164611816406
30,312.6989440917969
31,313.4761047363281
32,313.3819274902344
33,313.1822204589844
34,314.1654357910156
35,313.21136474609375
36,313.5870056152344
37,313.93865966796875
38,313.078857421875
39,313.0191650390625
40,313.3267822265625
41,312.6996765136719
42,312.8115234375
43,312.3990783691406
44,314.07550048828125
45,313.7134094238281
46,313.5723876953125
47,313.8206787109375
48,312.80523681640625
49,312.6468811035156
50,312.89715576171875
51,313.35498046875
52,313.4580383300781
53,313.194091796875
54,313.2649230957031
55,312.88177490234375
56,313.00531005859375
57,313.21087646484375
58,313.1484375
59,313.08966064453125
60,313.34576416015625
61,313.0179748535156
62,312.9925842285156
63,312.8038330078125
64,313.1246032714844
65,313.5167236328125
66,313.5624694824219
67,314.5447082519531
68,312.8704833984375
69,313.2989501953125
70,313.3745422363281
71,313.30511474609375
72,312.9546813964844
73,313.35028076171875
74,313.2221984863281
75,313.35467529296875
76,312.8921813964844
77,313.1237487792969
78,313.2147216796875
79,313.5851135253906
80,313.40325927734375
81,312.7533264160156
82,313.3325500488281
83,313.1587219238281
84,313.2046203613281
85,313.35791015625
86,313.01751708984375
87,312.646484375
88,313.9485778808594
89,313.3333435058594
90,313.6464538574219
91,313.26220703125
92,313.55902099609375
93,313.4209289550781
94,314.02679443359375
95,313.1689453125
96,313.37579345703125
97,313.63287353515625
98,314.5499267578125
99,313.148193359375
