iteration,latency (ms),total number of bytes sent,total number of bytes recv,Before Metadata and 1st Data,Metadata and 1st Data,Before 2nd Data,2nd Data,After 2nd Data
0,62.092193603515625,552961536,368641536,10.379487991333008,10.961600303649902,25.712671279907227,2.5494720935821533,12.040831565856934
1,57.3741455078125,552961536,368641536,10.194656372070312,6.53715181350708,24.385696411132812,6.7500481605529785,9.091744422912598
2,49.10406494140625,552961536,368641536,10.25004768371582,2.30019211769104,24.098848342895508,2.9635839462280273,9.074175834655762
3,47.592288970947266,552961536,368641536,10.147647857666016,2.286911964416504,23.86515235900879,1.9073280096054077,8.96332836151123
4,49.16099166870117,552961536,368641536,10.11638355255127,2.5206079483032227,23.398527145385742,3.6092801094055176,9.09939193725586
5,47.488670349121094,552961536,368641536,10.07372760772705,2.5501439571380615,23.47987174987793,1.9206080436706543,9.05190372467041
6,51.17264175415039,552961536,368641536,10.054944038391113,2.8435840606689453,23.51728057861328,2.5567679405212402,8.939359664916992
7,47.73206329345703,552961536,368641536,10.255488395690918,2.4469759464263916,23.788000106811523,1.9271039962768555,8.88646411895752
8,47.974273681640625,552961536,368641536,10.12390422821045,2.3059520721435547,24.283071517944336,1.9190399646759033,8.9136323928833
9,49.72099304199219,552961536,368641536,10.190943717956543,2.277343988418579,23.06835174560547,4.857247829437256,8.915712356567383
10,48.519039154052734,552961536,368641536,10.254112243652344,2.613312005996704,22.96790313720703,3.3616321086883545,8.90287971496582
11,47.696510314941406,552961536,368641536,10.255871772766113,2.311199903488159,23.25708770751953,2.542623996734619,8.922656059265137
12,50.10438537597656,552961536,368641536,10.248031616210938,3.6779839992523193,24.18262481689453,2.6447999477386475,8.944416046142578
13,47.34444808959961,552961536,368641536,10.104351997375488,2.4160959720611572,23.214143753051758,1.9340800046920776,9.248224258422852
14,49.16825485229492,552961536,368641536,10.110464096069336,3.2740159034729004,23.77008056640625,2.7206718921661377,8.882847785949707
15,46.72208023071289,552961536,368641536,10.057536125183105,2.279616117477417,23.127199172973633,1.9800959825515747,8.8603515625
16,47.82169723510742,552961536,368641536,10.077535629272461,3.0374081134796143,22.995807647705078,2.4086079597473145,8.874176025390625
17,46.480384826660156,552961536,368641536,10.13871955871582,2.2839040756225586,22.826496124267578,1.9313280582427979,8.87887954711914
18,48.18057632446289,552961536,368641536,10.151455879211426,2.3118081092834473,23.057247161865234,3.2965760231018066,8.938847541809082
19,51.013790130615234,552961536,368641536,13.852767944335938,2.3127999305725098,23.490591049194336,1.9732799530029297,8.964639663696289
20,46.65907287597656,552961536,368641536,10.12112045288086,2.270656108856201,22.951391220092773,1.9172799587249756,8.989567756652832
21,47.08476638793945,552961536,368641536,10.187520027160645,2.2904000282287598,23.396928787231445,1.9374079704284668,8.852607727050781
22,47.00153732299805,552961536,368641536,10.075167655944824,2.264832019805908,23.423616409301758,1.9263999462127686,8.89840030670166
23,49.832801818847656,552961536,368641536,10.05299186706543,2.2970240116119385,25.9935359954834,1.9803199768066406,9.054783821105957
24,48.72959899902344,552961536,368641536,10.087167739868164,2.273888111114502,23.84774398803711,3.0887680053710938,9.01353645324707
25,47.05014419555664,552961536,368641536,10.289152145385742,2.295775890350342,23.174720764160156,1.9402559995651245,8.91708755493164
26,46.8263053894043,552961536,368641536,10.079071998596191,2.3052799701690674,23.12633514404297,1.9220800399780273,8.973631858825684
27,47.14723205566406,552961536,368641536,10.129792213439941,2.3086719512939453,22.961023330688477,2.2040319442749023,9.122367858886719
28,47.0898551940918,552961536,368641536,10.074591636657715,2.852447986602783,22.87660789489746,1.975775957107544,8.887392044067383
29,46.55014419555664,552961536,368641536,10.057151794433594,2.2991039752960205,22.938047409057617,1.9420160055160522,8.905728340148926
30,46.621376037597656,552961536,368641536,10.090944290161133,2.291264057159424,22.848735809326172,1.9368959665298462,9.047136306762695
31,47.27862548828125,552961536,368641536,10.154656410217285,2.3225278854370117,23.549184799194336,1.938431978225708,8.873087882995605
32,47.043487548828125,552961536,368641536,10.079456329345703,2.3309121131896973,23.30575942993164,1.9456000328063965,8.969152450561523
33,46.75532913208008,552961536,368641536,10.059391975402832,2.2985599040985107,22.949535369873047,1.972000002861023,9.063103675842285
34,48.439998626708984,552961536,368641536,10.09932804107666,4.241151809692383,22.924192428588867,1.922271966934204,8.83785629272461
35,98.50358581542969,552961536,368641536,32.28623962402344,3.0274879932403564,24.549055099487305,2.876255989074707,32.27715301513672
36,47.40848159790039,552961536,368641536,10.047648429870605,2.2946560382843018,23.72038459777832,1.9572800397872925,8.962431907653809
37,46.52230453491211,552961536,368641536,10.065279960632324,2.279520034790039,22.925119400024414,1.9433599710464478,8.892704010009766
38,46.92095947265625,552961536,368641536,10.04969596862793,2.403775930404663,23.004064559936523,2.143872022628784,8.89795207977295
39,82.43289947509766,552961536,368641536,10.11616039276123,37.56198501586914,23.0817928314209,2.376512050628662,8.885248184204102
40,47.03664016723633,552961536,368641536,10.09017562866211,2.295135974884033,23.41107177734375,1.9404480457305908,8.881888389587402
41,46.592960357666016,552961536,368641536,10.083711624145508,2.310688018798828,22.92233657836914,1.9272639751434326,8.935327529907227
42,46.62614440917969,552961536,368641536,10.099679946899414,2.2932798862457275,22.964767456054688,1.9783680438995361,8.868864059448242
43,46.78489685058594,552961536,368641536,10.102527618408203,2.302112102508545,22.895456314086914,2.168800115585327,8.907808303833008
44,46.77318572998047,552961536,368641536,10.308320045471191,2.2882239818573,22.93484878540039,1.937119960784912,8.885087966918945
45,46.764320373535156,552961536,368641536,10.090144157409668,2.2986559867858887,23.087871551513672,1.9190399646759033,8.944607734680176
46,47.2367057800293,552961536,368641536,10.126912117004395,2.2993600368499756,23.47942352294922,1.9299520254135132,8.97929573059082
47,47.49852752685547,552961536,368641536,10.03718376159668,2.285759925842285,23.848031997680664,1.922111988067627,8.987584114074707
48,47.1778564453125,552961536,368641536,10.09939193725586,2.3361918926239014,23.432544708251953,1.9190080165863037,8.958335876464844
49,47.330177307128906,552961536,368641536,10.107423782348633,2.2836480140686035,23.41596794128418,2.159168004989624,8.943552017211914
50,47.52598571777344,552961536,368641536,10.038944244384766,2.279263973236084,23.37664031982422,2.3675520420074463,9.045023918151855
51,47.444000244140625,552961536,368641536,10.009696006774902,2.269023895263672,23.257471084594727,2.5663681030273438,8.93449592590332
52,46.71843338012695,552961536,368641536,10.080703735351562,2.3647680282592773,22.962207794189453,1.9693440198898315,8.936544418334961
53,46.92844772338867,552961536,368641536,10.09449577331543,2.312256097793579,23.147615432739258,1.9212160110473633,9.04640007019043
54,47.27840042114258,552961536,368641536,10.060832023620605,2.289792060852051,23.668319702148438,1.9245439767837524,8.911295890808105
55,47.963775634765625,552961536,368641536,10.074496269226074,2.2792320251464844,23.30771255493164,1.9111360311508179,9.351167678833008
56,47.09443283081055,552961536,368641536,10.118880271911621,2.347264051437378,23.293119430541992,1.946720004081726,8.975808143615723
57,47.26707077026367,552961536,368641536,10.134271621704102,2.3019840717315674,23.52364730834961,1.9379520416259766,8.958399772644043
58,48.210208892822266,552961536,368641536,10.149855613708496,2.305824041366577,23.48566436767578,2.9393599033355713,8.9169282913208
59,46.847198486328125,552961536,368641536,10.177632331848145,2.2928640842437744,22.98512077331543,1.9578880071640015,8.997759819030762
60,46.53129577636719,552961536,368641536,10.055647850036621,2.2907838821411133,22.86204719543457,1.931872010231018,8.969856262207031
61,47.225982666015625,552961536,368641536,10.274463653564453,2.5937600135803223,23.10652732849121,1.985152006149292,8.843199729919434
62,46.41215896606445,552961536,368641536,10.035872459411621,2.2752320766448975,22.830080032348633,1.9339519739151,8.92915153503418
63,46.99647903442383,552961536,368641536,10.02131175994873,2.2867519855499268,23.472991943359375,1.928671956062317,8.87168025970459
64,47.28857421875,552961536,368641536,10.064352035522461,2.656831979751587,22.796960830688477,2.2607998847961426,9.092384338378906
65,46.6563835144043,552961536,368641536,10.10102367401123,2.275007963180542,22.946975708007812,1.9512959718704224,8.962240219116211
66,46.54703903198242,552961536,368641536,10.071167945861816,2.31660795211792,22.836320877075195,1.9550399780273438,8.94489574432373
67,49.885887145996094,552961536,368641536,10.160320281982422,4.239776134490967,23.21228790283203,2.578655958175659,9.254719734191895
68,46.96691131591797,552961536,368641536,10.226143836975098,2.296031951904297,23.19487953186035,1.9048960208892822,8.937088012695312
69,47.065696716308594,552961536,368641536,10.104255676269531,2.331808090209961,22.99830436706543,2.203808069229126,9.01411247253418
70,47.389408111572266,552961536,368641536,10.091936111450195,2.2847681045532227,22.924768447875977,2.6417601108551025,9.031776428222656
71,46.75651168823242,552961536,368641536,10.076128005981445,2.297247886657715,22.89036750793457,2.142751932144165,8.945055961608887
72,46.67942428588867,552961536,368641536,10.081439971923828,2.2703680992126465,23.03696060180664,1.9233280420303345,8.959136009216309
73,46.783329010009766,552961536,368641536,10.11638355255127,2.2919681072235107,23.10518455505371,1.9625279903411865,8.901215553283691
74,47.26588821411133,552961536,368641536,10.09228801727295,2.27622389793396,23.546335220336914,1.9574400186538696,8.983551979064941
75,46.670143127441406,552961536,368641536,10.071488380432129,2.3015999794006348,23.027807235717773,1.9357119798660278,8.920255661010742
76,46.716705322265625,552961536,368641536,10.112000465393066,2.2922561168670654,22.94985580444336,2.0515201091766357,8.885184288024902
77,48.30607986450195,552961536,368641536,10.05081558227539,3.3590400218963623,22.91744041442871,2.6901121139526367,8.882111549377441
78,46.712799072265625,552961536,368641536,10.11616039276123,2.3164479732513428,22.852703094482422,2.1130878925323486,8.904159545898438
79,46.560768127441406,552961536,368641536,10.05350399017334,2.2819199562072754,22.901887893676758,2.006495952606201,8.907615661621094
80,46.6712646484375,552961536,368641536,10.102592468261719,2.290911912918091,22.83011245727539,2.0732479095458984,8.94604778289795
81,46.56828689575195,552961536,368641536,10.117759704589844,2.2915520668029785,22.867456436157227,1.969823956489563,8.896544456481934
82,47.29401779174805,552961536,368641536,10.088959693908691,2.282111883163452,22.906335830688477,2.6403839588165283,8.966879844665527
83,47.000640869140625,552961536,368641536,10.2510404586792,2.2845120429992676,23.010656356811523,2.1076478958129883,8.928383827209473
84,46.781280517578125,552961536,368641536,10.051872253417969,2.2871360778808594,23.153696060180664,1.9339519739151,8.939743995666504
85,47.103294372558594,552961536,368641536,10.086527824401855,2.27622389793396,23.421823501586914,1.9366400241851807,8.951647758483887
86,46.56828689575195,552961536,368641536,10.06339168548584,2.288032054901123,22.96985626220703,1.9667840003967285,8.873344421386719
87,46.6638069152832,552961536,368641536,10.095264434814453,2.288896083831787,22.941984176635742,1.9617919921875,8.96281623840332
88,46.74358367919922,552961536,368641536,10.210432052612305,2.3035199642181396,23.024608612060547,1.9180480241775513,8.878944396972656
89,46.70870590209961,552961536,368641536,10.031935691833496,2.2824959754943848,23.140064239501953,1.9212160110473633,8.924223899841309
90,47.282527923583984,552961536,368641536,10.175935745239258,2.3183040618896484,23.470752716064453,1.9355520009994507,8.957568168640137
91,46.867774963378906,552961536,368641536,10.132448196411133,2.2942399978637695,23.134624481201172,1.9467840194702148,8.950719833374023
92,46.548030853271484,552961536,368641536,10.085984230041504,2.2713921070098877,22.852224349975586,1.966271996498108,8.960448265075684
93,51.13865661621094,552961536,368641536,10.268320083618164,2.3065600395202637,27.28009605407715,1.9348479509353638,8.91756820678711
94,46.984737396240234,552961536,368641536,10.189248085021973,2.301408052444458,23.205472946166992,1.928096055984497,8.956543922424316
