iteration,latency (s)
0,0.3204615116119385
1,0.32451677322387695
2,0.3249199390411377
3,0.3051025867462158
4,0.31505608558654785
5,0.2989487648010254
6,0.3006131649017334
7,0.31461644172668457
8,0.3045051097869873
9,0.2975029945373535
10,0.33077573776245117
11,0.3029782772064209
12,0.30835461616516113
13,0.326918363571167
14,0.3017544746398926
15,0.30881619453430176
16,0.31256818771362305
17,0.30370259284973145
18,0.29922914505004883
19,0.3158273696899414
20,0.2976195812225342
21,0.3067305088043213
22,0.31890130043029785
23,0.29875802993774414
24,0.2963857650756836
25,0.3129007816314697
26,0.29630208015441895
27,0.29236459732055664
28,0.3027677536010742
29,0.29817843437194824
30,0.2948164939880371
31,0.3112485408782959
32,0.30679821968078613
33,0.3084430694580078
34,0.2958517074584961
35,0.3085134029388428
36,0.31202149391174316
37,0.3019554615020752
38,0.29759883880615234
39,0.30098676681518555
40,0.31272244453430176
41,0.2994849681854248
42,0.3002278804779053
43,0.3092327117919922
44,0.2980492115020752
45,0.30261778831481934
46,0.30552196502685547
47,0.30398058891296387
48,0.30118870735168457
49,0.30907750129699707
50,0.306041955947876
51,0.29854750633239746
52,0.3143754005432129
53,0.30858349800109863
54,0.3101375102996826
55,0.32245349884033203
56,0.302945613861084
57,0.3062920570373535
58,0.3210115432739258
59,0.30129051208496094
60,0.3091459274291992
61,0.30343031883239746
62,0.3068385124206543
63,0.29744982719421387
64,0.30994224548339844
65,0.3035917282104492
66,0.3159487247467041
67,0.30698084831237793
68,0.32015252113342285
69,0.5143735408782959
70,0.6005098819732666
71,0.310638427734375
72,0.31499695777893066
73,0.30160999298095703
74,0.29779601097106934
75,0.4710993766784668
76,0.3718276023864746
77,0.30332231521606445
78,0.2968268394470215
79,0.29642629623413086
80,0.31169557571411133
81,0.29743027687072754
82,0.2974073886871338
83,0.3214261531829834
84,0.3050041198730469
85,0.29823851585388184
86,0.4693734645843506
87,0.30759668350219727
88,0.31670522689819336
89,0.295640230178833
90,0.3069794178009033
91,0.3181748390197754
92,0.30783677101135254
93,0.29386043548583984
94,0.3074016571044922
95,0.299426794052124
96,0.3099079132080078
97,0.3021976947784424
98,0.32396912574768066
99,0.30649399757385254
