iteration,latency (s)
0,0.17755436897277832
1,0.17106366157531738
2,0.1723780632019043
3,0.17728185653686523
4,0.17070412635803223
5,0.17810511589050293
6,0.17979097366333008
7,0.17656874656677246
8,0.17011594772338867
9,0.1843569278717041
10,0.16802072525024414
11,0.1860196590423584
12,0.17489409446716309
13,0.1764974594116211
14,0.1804354190826416
15,0.16425108909606934
16,0.1726689338684082
17,0.17837285995483398
18,0.1870136260986328
19,0.19201397895812988
20,0.17044329643249512
21,0.16367721557617188
22,0.16222333908081055
23,0.17416000366210938
24,0.16749119758605957
25,0.17203378677368164
26,0.16369366645812988
27,0.16494441032409668
28,0.17156171798706055
29,0.15976810455322266
30,0.16074037551879883
31,0.15987849235534668
32,0.16502022743225098
33,0.16069245338439941
34,0.15993523597717285
35,0.15885305404663086
36,0.16091203689575195
37,0.16649436950683594
38,0.16049647331237793
39,0.1586439609527588
40,0.1585838794708252
41,0.15928173065185547
42,0.16832590103149414
43,0.15932083129882812
44,0.1580352783203125
45,0.1591947078704834
46,0.15840625762939453
47,0.16301608085632324
48,0.16126251220703125
49,0.15937161445617676
50,0.15975403785705566
51,0.16550564765930176
52,0.16753697395324707
53,0.15772056579589844
54,0.16031098365783691
55,0.16479110717773438
56,0.16897058486938477
57,0.1606142520904541
58,0.15958762168884277
59,0.16155242919921875
60,0.16597747802734375
61,0.1596381664276123
62,0.16133856773376465
63,0.16141414642333984
64,0.15852022171020508
65,0.16699433326721191
66,0.1635575294494629
67,0.17028212547302246
68,0.1595470905303955
69,0.1589515209197998
70,0.17217612266540527
71,0.17949128150939941
72,0.16227316856384277
73,0.16033148765563965
74,0.16300082206726074
75,0.16109728813171387
76,0.16643524169921875
77,0.1613149642944336
78,0.17360472679138184
79,0.15848994255065918
80,0.15906119346618652
81,0.16022348403930664
82,0.15831542015075684
83,0.16434764862060547
84,0.16023540496826172
85,0.1582181453704834
86,0.15872859954833984
87,0.16271448135375977
88,0.1588900089263916
89,0.15825986862182617
90,0.16005969047546387
91,0.1591174602508545
92,0.16717791557312012
93,0.16029930114746094
94,0.16155147552490234
95,0.15933609008789062
96,0.15819525718688965
97,0.16633248329162598
98,0.16060638427734375
99,0.15841126441955566
