iteration,latency (s)
0,0.5670320987701416
1,0.5810568332672119
2,0.567481279373169
3,0.5585312843322754
4,0.5623137950897217
5,0.5632145404815674
6,0.5563316345214844
7,0.5506277084350586
8,0.5528533458709717
9,0.5549955368041992
10,0.556804895401001
11,0.5530345439910889
12,0.5531890392303467
13,0.5549190044403076
14,0.5489788055419922
15,0.5520467758178711
16,0.5517311096191406
17,0.7301242351531982
18,0.5578453540802002
19,0.5562260150909424
20,0.5519027709960938
21,0.5536375045776367
22,0.5546970367431641
23,0.5513095855712891
24,0.5559449195861816
25,0.5549688339233398
26,0.551377534866333
27,0.5542101860046387
28,0.5522289276123047
29,0.5527908802032471
30,0.564457893371582
31,0.552302360534668
32,0.5585663318634033
33,0.5517208576202393
34,0.562631368637085
35,0.5522551536560059
36,0.5551393032073975
37,0.5547933578491211
38,0.5538842678070068
39,0.5497972965240479
40,0.5483832359313965
41,0.5501906871795654
42,0.8795311450958252
43,0.5556902885437012
44,0.5525104999542236
45,0.5529630184173584
46,0.8075907230377197
47,0.568347692489624
48,0.5596427917480469
49,0.5550487041473389
50,0.5552401542663574
51,0.5536065101623535
52,0.5588185787200928
53,0.5621716976165771
54,0.5551583766937256
55,0.5524036884307861
56,0.5610795021057129
57,0.556159496307373
58,0.5484330654144287
59,0.5491650104522705
60,0.5544209480285645
61,0.5537207126617432
62,0.5635628700256348
63,0.5506923198699951
64,0.551934003829956
65,0.5577332973480225
66,0.5610899925231934
67,0.5540201663970947
68,0.5512051582336426
69,0.551994800567627
70,0.5546603202819824
71,0.5532004833221436
72,0.5536730289459229
73,0.554394006729126
74,0.5523409843444824
75,0.549936056137085
76,0.5516829490661621
77,0.5509707927703857
78,0.5525734424591064
79,0.5535757541656494
80,0.5550024509429932
81,0.5532975196838379
82,0.5607383251190186
83,0.5589466094970703
84,0.5521864891052246
85,0.5532996654510498
86,0.5484938621520996
87,0.5493230819702148
88,0.5514674186706543
89,0.711033821105957
90,0.5555574893951416
91,0.5560240745544434
92,0.5537359714508057
93,0.5545611381530762
94,0.5580079555511475
95,0.5588533878326416
96,0.5528349876403809
97,0.5718381404876709
98,0.56644606590271
99,0.5531017780303955
