iteration,latency (ms),total number of bytes sent,total number of bytes recv,Before Metadata and 1st Data,Metadata and 1st Data,Before 2nd Data,2nd Data,After 2nd Data
0,28.546815872192383,4609536,3073536,7.990687847137451,0.43004798889160156,12.173600196838379,0.2844479978084564,7.325888156890869
1,30.286272048950195,4609536,3073536,8.104031562805176,1.1309759616851807,12.888383865356445,0.4715520143508911,7.347936153411865
2,33.47359848022461,4609536,3073536,8.032383918762207,4.838751792907715,12.563008308410645,0.37324801087379456,7.326655864715576
3,29.709632873535156,4609536,3073536,8.085472106933594,0.5663999915122986,12.925472259521484,0.3649600148200989,7.426688194274902
4,29.883136749267578,4609536,3073536,8.144096374511719,0.4084160029888153,13.194784164428711,0.25257599353790283,7.518752098083496
5,30.42367935180664,4609536,3073536,8.110495567321777,0.4959999918937683,13.640800476074219,0.21196800470352173,7.612287998199463
6,29.928512573242188,4609536,3073536,8.073472023010254,0.7246080040931702,12.96003246307373,0.3824639916419983,7.449696063995361
7,30.092639923095703,4609536,3073536,8.144448280334473,0.4216960072517395,13.376416206359863,0.33958399295806885,7.469567775726318
8,30.756927490234375,4609536,3073536,8.208895683288574,0.48124799132347107,13.653375625610352,0.46860799193382263,7.5880961418151855
9,29.48201560974121,4609536,3073536,8.106207847595215,0.49401599168777466,12.834848403930664,0.2807359993457794,7.427040100097656
10,29.902591705322266,4609536,3073536,8.0764799118042,0.9718719720840454,12.604127883911133,0.5056639909744263,7.409088134765625
11,29.500991821289062,4609536,3073536,8.087807655334473,0.43110400438308716,12.734560012817383,0.4917120039463043,7.421728134155273
12,30.888608932495117,4609536,3073536,8.213760375976562,0.5934399962425232,13.766592025756836,0.45027199387550354,7.518784046173096
13,30.045440673828125,4609536,3073536,8.100959777832031,0.5966399908065796,12.923871994018555,0.53193598985672,7.54640007019043
14,29.4003849029541,4609536,3073536,8.049951553344727,0.5187839865684509,12.67801570892334,0.39510399103164673,7.407904148101807
15,29.243104934692383,4609536,3073536,8.04412841796875,0.4790399968624115,12.57590389251709,0.435808002948761,7.36195182800293
16,29.76995277404785,4609536,3073536,8.1046724319458,0.5295680165290833,12.927743911743164,0.4260160028934479,7.442944049835205
17,29.784992218017578,4609536,3073536,8.127360343933105,0.547872006893158,12.972031593322754,0.3457919955253601,7.43990421295166
18,29.851680755615234,4609536,3073536,8.148639678955078,0.5213760137557983,13.02233600616455,0.39689600467681885,7.423647880554199
19,32.21782302856445,4609536,3073536,8.141087532043457,0.5483199954032898,13.49120044708252,2.211008071899414,7.464960098266602
20,29.395647048950195,4609536,3073536,8.03222370147705,0.6002560257911682,12.288064002990723,0.7662079930305481,7.365600109100342
21,30.54047966003418,4609536,3073536,8.161696434020996,0.680351972579956,13.486847877502441,0.4092479944229126,7.446623802185059
22,29.478912353515625,4609536,3073536,8.0600004196167,0.5527039766311646,12.57913589477539,0.5402560234069824,7.406239986419678
23,29.152223587036133,4609536,3073536,8.00211238861084,0.5787519812583923,12.520671844482422,0.3333120048046112,7.3785600662231445
24,31.186368942260742,4609536,3073536,8.11843204498291,0.5424320101737976,13.052736282348633,1.6699199676513672,7.449920177459717
25,32.920223236083984,4609536,3073536,8.039135932922363,0.6315839886665344,12.436287879943848,4.050879955291748,7.410592079162598
26,29.767648696899414,4609536,3073536,8.324416160583496,0.4509119987487793,12.873920440673828,0.35023999214172363,7.433279991149902
27,29.619487762451172,4609536,3073536,8.241600036621094,0.4448319971561432,12.959296226501465,0.19961600005626678,7.433023929595947
28,29.393312454223633,4609536,3073536,8.140864372253418,0.513759970664978,12.487360000610352,0.4634239971637726,7.432352066040039
29,31.75164794921875,4609536,3073536,8.127584457397461,0.6143040060997009,13.228511810302734,1.9834239482879639,7.434432029724121
30,30.55615997314453,4609536,3073536,8.133567810058594,0.6948800086975098,13.30339241027832,0.5804799795150757,7.490272045135498
31,29.745376586914062,4609536,3073536,8.104991912841797,0.5680959820747375,12.785311698913574,0.4739840030670166,7.460288047790527
32,29.98531150817871,4609536,3073536,8.109567642211914,0.8145599961280823,12.856096267700195,0.40246400237083435,7.442592144012451
33,30.060543060302734,4609536,3073536,8.121312141418457,0.7184320092201233,13.049759864807129,0.38252800703048706,7.452415943145752
34,30.06924819946289,4609536,3073536,8.159616470336914,0.4995200037956238,13.129535675048828,0.439520001411438,7.498496055603027
35,30.77471923828125,4609536,3073536,8.217056274414062,0.5360320210456848,13.8503999710083,0.31679999828338623,7.509024143218994
36,30.011520385742188,4609536,3073536,8.152128219604492,0.4360960125923157,12.951935768127441,0.6616320013999939,7.473536014556885
37,29.774463653564453,4609536,3073536,8.072768211364746,0.7373759746551514,12.658944129943848,0.5718719959259033,7.3842878341674805
38,29.30905532836914,4609536,3073536,8.0099515914917,0.5548160076141357,12.567839622497559,0.47043201327323914,7.373824119567871
39,28.5350399017334,4609536,3073536,8.049663543701172,0.5707200169563293,11.966303825378418,0.33004799485206604,7.27235221862793
40,31.203327178955078,4609536,3073536,8.239295959472656,0.5500800013542175,14.281951904296875,0.20428800582885742,7.53766393661499
41,30.565568923950195,4609536,3073536,8.11622428894043,1.223039984703064,13.020031929016113,0.4216960072517395,7.433599948883057
42,29.215648651123047,4609536,3073536,8.078720092773438,0.4774399995803833,12.506815910339355,0.3664639890193939,7.433568000793457
43,29.210847854614258,4609536,3073536,8.038111686706543,0.5123839974403381,12.497568130493164,0.36764800548553467,7.457087993621826
44,30.20137596130371,4609536,3073536,8.16972827911377,0.47366398572921753,13.319647789001465,0.40614399313926697,7.487616062164307
45,84.04672241210938,4609536,3073536,32.12790298461914,1.1335680484771729,14.238688468933105,1.399839997291565,31.691328048706055
46,29.077503204345703,4609536,3073536,8.089823722839355,0.5664640069007874,12.2957763671875,0.4336000084877014,7.348031997680664
47,30.062463760375977,4609536,3073536,8.161439895629883,0.5228480100631714,13.233856201171875,0.309471994638443,7.480192184448242
48,29.33011245727539,4609536,3073536,8.160736083984375,0.4511359930038452,12.6277437210083,0.34067198634147644,7.400383949279785
49,29.471839904785156,4609536,3073536,8.118144035339355,0.5623999834060669,12.746496200561523,0.352512001991272,7.35756778717041
50,31.18547248840332,4609536,3073536,8.140064239501953,0.9170240163803101,13.517056465148926,0.7255679965019226,7.5447998046875
51,30.72483253479004,4609536,3073536,8.125120162963867,1.0920319557189941,13.154720306396484,0.57123202085495,7.444416046142578
52,29.647520065307617,4609536,3073536,8.091168403625488,0.6509439945220947,12.643136024475098,0.4490559995174408,7.4719038009643555
53,30.45849609375,4609536,3073536,8.087103843688965,0.7333440184593201,12.784095764160156,1.0987520217895508,7.418015956878662
54,30.12588882446289,4609536,3073536,8.206944465637207,0.5319039821624756,12.991488456726074,0.6524159908294678,7.404767990112305
55,30.178752899169922,4609536,3073536,8.20678424835205,0.6823679804801941,13.001472473144531,0.47443199157714844,7.4752960205078125
56,30.087392807006836,4609536,3073536,8.095423698425293,1.3672640323638916,12.225695610046387,0.6787840127944946,7.388095855712891
57,30.144832611083984,4609536,3073536,8.13270378112793,0.7151359915733337,12.909248352050781,0.5879679918289185,7.46230411529541
58,30.51103973388672,4609536,3073536,8.132096290588379,0.6715520024299622,13.348959922790527,0.5235520005226135,7.488704204559326
59,30.7238712310791,4609536,3073536,8.068991661071777,1.9960319995880127,12.437312126159668,0.3946560025215149,7.422880172729492
60,29.903423309326172,4609536,3073536,8.160256385803223,0.6291519999504089,12.839103698730469,0.49616000056266785,7.438528060913086
61,29.520288467407227,4609536,3073536,8.081343650817871,0.6928319931030273,12.541952133178711,0.44332799315452576,7.418272018432617
62,30.586048126220703,4609536,3073536,8.17302417755127,0.5129600167274475,13.561951637268066,0.5520640015602112,7.442431926727295
63,29.52851104736328,4609536,3073536,8.084223747253418,0.5756160020828247,12.558048248291016,0.548255980014801,7.428544044494629
64,30.055904388427734,4609536,3073536,8.122048377990723,0.6327040195465088,13.14243221282959,0.347680002450943,7.472576141357422
