iteration,latency (ms)
0,75.7132797241211
1,75.67030334472656
2,75.44400024414062
3,75.93939208984375
4,75.38288116455078
5,75.9012451171875
6,75.69510650634766
7,75.85826873779297
8,75.81779479980469
9,75.65708923339844
10,75.80815887451172
11,75.96009826660156
12,76.0409927368164
13,75.86784362792969
14,75.57997131347656
15,75.7386245727539
16,75.88467407226562
17,75.73551940917969
18,76.76525115966797
19,75.87017822265625
20,75.6230697631836
21,75.74864196777344
22,75.73654174804688
23,75.82966613769531
24,75.87529754638672
25,75.56259155273438
26,75.63337707519531
27,75.41923522949219
28,75.59839630126953
29,75.80652618408203
30,76.25993347167969
31,75.62319946289062
32,75.74092864990234
33,76.1813735961914
34,76.08745574951172
35,75.39673614501953
36,75.73955535888672
37,75.94457244873047
38,75.89161682128906
39,75.70508575439453
40,75.70716857910156
41,75.85494232177734
42,75.78355407714844
43,76.71155548095703
44,75.51229095458984
45,75.7245101928711
46,75.84687805175781
47,75.6911392211914
48,75.64524841308594
49,75.62118530273438
50,75.8427505493164
51,75.35424041748047
52,75.71663665771484
53,75.65878295898438
54,75.86140441894531
55,75.64022064208984
56,75.61631774902344
57,75.8872299194336
58,75.74934387207031
59,75.57001495361328
60,75.42585754394531
61,75.43254089355469
62,75.8358383178711
63,75.79510498046875
64,76.15827178955078
65,75.5561294555664
66,75.48834991455078
67,75.8005142211914
68,75.90476989746094
69,75.66566467285156
70,75.58457946777344
71,75.75762939453125
72,75.62387084960938
73,75.72489929199219
74,75.96553802490234
75,75.85078430175781
76,75.77430725097656
77,75.480224609375
78,75.7409896850586
79,75.94425964355469
80,75.33135986328125
81,75.8431396484375
82,75.62246704101562
83,75.7525405883789
84,75.70550537109375
85,75.77680206298828
86,75.62735748291016
87,75.50621032714844
88,75.81417846679688
89,75.64447784423828
90,75.78079986572266
91,75.82585906982422
92,75.84844970703125
93,75.57577514648438
94,75.78316497802734
95,75.80274963378906
96,75.75721740722656
97,75.83782196044922
98,75.6270751953125
99,75.71520233154297
