iteration,latency (s)
0,0.2309858798980713
1,0.19745945930480957
2,0.19837570190429688
3,0.19791746139526367
4,0.2033402919769287
5,0.2008986473083496
6,0.19348502159118652
7,0.19370388984680176
8,0.19166827201843262
9,0.19516420364379883
10,0.1957087516784668
11,0.20882582664489746
12,0.20107007026672363
13,0.19109630584716797
14,0.1977527141571045
15,0.19478893280029297
16,0.21539092063903809
17,0.40064215660095215
18,0.22101449966430664
19,0.20229172706604004
20,0.21617507934570312
21,0.19526934623718262
22,0.19844937324523926
23,0.20470118522644043
24,0.21514606475830078
25,0.20625615119934082
26,0.19742989540100098
27,0.20849347114562988
28,0.2032938003540039
29,0.2168123722076416
30,0.2077498435974121
31,0.1976006031036377
32,0.1976325511932373
33,0.20302581787109375
34,0.2254476547241211
35,0.20573854446411133
36,0.19181227684020996
37,0.19792938232421875
38,0.2069721221923828
39,0.1928575038909912
40,0.20226430892944336
41,0.19325923919677734
42,0.19736003875732422
43,0.21129369735717773
44,0.19524574279785156
45,0.1908421516418457
46,0.1966414451599121
47,0.23535585403442383
48,0.2690401077270508
49,0.4546670913696289
50,0.49396228790283203
51,0.19429659843444824
52,0.19262313842773438
53,0.21130037307739258
54,0.19390559196472168
55,0.19010281562805176
56,0.1903228759765625
57,0.19077706336975098
58,0.3662128448486328
59,0.3461110591888428
60,0.1916792392730713
61,0.21701288223266602
62,0.18944764137268066
63,0.20528388023376465
64,0.19524407386779785
65,0.19604730606079102
66,0.22250771522521973
67,0.19413971900939941
68,0.1892533302307129
69,0.20815753936767578
70,0.18838930130004883
71,0.20443463325500488
72,0.2053077220916748
73,0.19241642951965332
74,0.19606590270996094
75,0.2047562599182129
76,0.20532679557800293
77,0.18975615501403809
78,0.2123708724975586
79,0.188523530960083
80,0.1988389492034912
81,0.22194814682006836
82,0.19409799575805664
83,0.19865083694458008
84,0.1925036907196045
85,0.20378708839416504
86,0.19565343856811523
87,0.1951732635498047
88,0.1918199062347412
89,0.19382262229919434
90,0.20721650123596191
91,0.2164139747619629
92,0.19628691673278809
93,0.19246172904968262
94,0.20070743560791016
95,0.21417903900146484
96,0.20033049583435059
97,0.20098376274108887
98,0.4566352367401123
99,0.1974186897277832
