iteration,latency (s)
0,0.3523714542388916
1,0.3535196781158447
2,0.35428667068481445
3,0.3516726493835449
4,0.3607003688812256
5,0.36693334579467773
6,0.3587205410003662
7,0.35934901237487793
8,0.35863518714904785
9,0.3474893569946289
10,0.34500980377197266
11,0.3710505962371826
12,0.35794687271118164
13,0.36426496505737305
14,0.3518493175506592
15,0.34751367568969727
16,0.36109256744384766
17,0.350557804107666
18,0.350294828414917
19,0.3465127944946289
20,0.3464035987854004
21,0.34728121757507324
22,0.3563570976257324
23,0.35045433044433594
24,0.34781718254089355
25,0.341677188873291
26,0.33989906311035156
27,0.34199953079223633
28,0.34232616424560547
29,0.34134769439697266
30,0.3443005084991455
31,0.34619784355163574
32,0.3445770740509033
33,0.34313201904296875
34,0.3485081195831299
35,0.34483838081359863
36,0.3511223793029785
37,0.3499600887298584
38,0.3439173698425293
39,0.3436870574951172
40,0.3471345901489258
41,0.34400129318237305
42,0.34262752532958984
43,0.34467530250549316
44,0.343792200088501
45,0.34148454666137695
46,0.3455040454864502
47,0.34285664558410645
48,0.5301563739776611
49,0.3772304058074951
50,0.34542179107666016
51,0.34613919258117676
52,0.3474421501159668
53,0.34554314613342285
54,0.5685803890228271
55,0.3457622528076172
56,0.3459203243255615
57,0.3441751003265381
58,0.348360538482666
59,0.3492453098297119
60,0.34880733489990234
61,0.3515164852142334
62,0.34699583053588867
63,0.3478827476501465
64,0.34380006790161133
65,0.34737300872802734
66,0.34367847442626953
67,0.34935808181762695
68,0.344144344329834
69,0.5693056583404541
70,0.34156346321105957
71,0.34290337562561035
72,0.3461296558380127
73,0.34227800369262695
74,0.3456594944000244
75,0.34270215034484863
76,0.341965913772583
77,0.34084582328796387
78,0.3514742851257324
79,0.3421649932861328
80,0.3437058925628662
81,0.3408548831939697
82,0.3407883644104004
83,0.34311842918395996
84,0.3484501838684082
85,0.341785192489624
86,0.341458797454834
87,0.3398149013519287
88,0.342606782913208
89,0.34333229064941406
90,0.34377050399780273
91,0.3441586494445801
92,0.3407294750213623
93,0.34425830841064453
94,0.34252429008483887
95,0.3429906368255615
96,0.3444201946258545
97,0.34079432487487793
98,0.34018945693969727
99,0.3405723571777344
