iteration,latency (ms),total number of bytes sent,total number of bytes recv,tokens per expert
3,7.865824222564697,0,92024832,"[1173, 2333, 4150, 3501, 1469, 1512, 1394, 1423, 1789, 912, 3321, 3064, 323, 1481, 1137, 974]"
4,7.864255905151367,0,91951104,"[1057, 2296, 4570, 3262, 1398, 1282, 1317, 1612, 1658, 743, 3571, 3308, 314, 1373, 1186, 985]"
5,7.896512031555176,0,92043264,"[1103, 2310, 4148, 3169, 1568, 1540, 1386, 1694, 1730, 764, 3651, 3097, 272, 1510, 1162, 858]"
6,7.8869757652282715,0,91865088,"[1077, 2214, 4486, 3212, 1503, 1390, 1257, 1500, 1618, 806, 3792, 3125, 279, 1427, 1156, 1062]"
7,7.850751876831055,0,92061696,"[1129, 2200, 4084, 3383, 1560, 1513, 1343, 1683, 1521, 838, 3521, 3260, 308, 1415, 1166, 1044]"
8,7.8770880699157715,0,92049408,"[1205, 2298, 3835, 3301, 1599, 1570, 1456, 1677, 1632, 817, 3294, 3377, 267, 1492, 1223, 921]"
9,7.8943681716918945,0,91984896,"[1085, 2247, 4507, 3262, 1455, 1367, 1356, 1634, 1615, 778, 3693, 3195, 332, 1410, 1125, 882]"
10,7.865024089813232,0,92018688,"[1094, 2064, 4569, 3327, 1519, 1480, 1273, 1637, 1579, 749, 3674, 3224, 328, 1418, 1146, 873]"
11,7.889088153839111,0,92064768,"[1041, 2312, 4280, 3201, 1427, 1438, 1429, 1652, 1718, 904, 3596, 3178, 288, 1443, 1150, 912]"
12,7.885727882385254,0,91819008,"[1008, 2324, 4078, 3217, 1395, 1656, 1316, 1641, 1753, 851, 3469, 3086, 249, 1714, 1133, 999]"
13,7.858304023742676,0,92018688,"[1060, 2360, 4283, 3000, 1451, 1503, 1420, 1654, 1844, 923, 3346, 3186, 284, 1474, 1165, 1001]"
14,7.858719825744629,0,91987968,"[989, 2172, 4614, 3426, 1540, 1318, 1356, 1519, 1617, 744, 3626, 3247, 299, 1262, 1237, 978]"
15,7.903615951538086,0,92046336,"[1161, 2395, 4089, 3256, 1535, 1568, 1269, 1675, 1711, 866, 3160, 3079, 234, 1610, 1285, 1070]"
16,7.849887847900391,0,92049408,"[952, 2195, 4667, 3362, 1394, 1391, 1316, 1679, 1602, 791, 3636, 3239, 315, 1359, 1123, 943]"
17,7.900767803192139,0,91991040,"[1193, 2369, 4031, 3013, 1488, 1627, 1438, 1777, 1723, 862, 3158, 3236, 267, 1584, 1202, 977]"
18,7.878367900848389,0,92000256,"[1120, 2325, 4547, 3283, 1384, 1452, 1225, 1648, 1635, 706, 3658, 3103, 259, 1600, 1127, 876]"
19,7.863711833953857,0,92083200,"[1118, 2286, 4161, 3196, 1532, 1351, 1278, 1816, 1709, 895, 3513, 3337, 264, 1350, 1252, 917]"
20,7.918943881988525,0,91997184,"[1090, 2330, 4133, 3137, 1670, 1353, 1437, 1744, 1681, 744, 3273, 3323, 351, 1573, 1075, 1033]"
21,7.901631832122803,0,92077056,"[1180, 2293, 4059, 3601, 1488, 1529, 1277, 1745, 1663, 834, 3289, 3252, 256, 1446, 1113, 948]"
22,7.950016021728516,0,92043264,"[1041, 2206, 4199, 3442, 1465, 1465, 1417, 1642, 1614, 804, 3405, 3340, 326, 1552, 1129, 915]"
23,7.864640235900879,0,92012544,"[1118, 2311, 4348, 3252, 1484, 1438, 1394, 1622, 1747, 753, 3508, 3260, 272, 1423, 1075, 947]"
24,7.983263969421387,0,91898880,"[1018, 2131, 4708, 3386, 1419, 1403, 1255, 1674, 1634, 764, 3659, 3227, 267, 1333, 1111, 926]"
25,7.9137282371521,0,91969536,"[1027, 2250, 4432, 3474, 1489, 1338, 1299, 1470, 1710, 839, 3447, 3136, 273, 1481, 1196, 1077]"
26,7.944799900054932,0,91769856,"[1032, 2435, 4462, 3095, 1408, 1507, 1285, 1543, 1819, 798, 3618, 3095, 247, 1482, 1102, 945]"
27,7.909311771392822,0,91981824,"[1079, 2310, 4495, 3066, 1465, 1468, 1350, 1710, 1610, 749, 3545, 3297, 257, 1510, 1112, 919]"
28,7.915135860443115,0,91929600,"[1043, 2366, 4388, 3433, 1450, 1493, 1409, 1523, 1808, 839, 3173, 3206, 265, 1392, 1099, 1038]"
29,7.953951835632324,0,91862016,"[1080, 2305, 4666, 3194, 1402, 1402, 1307, 1590, 1676, 797, 3509, 3307, 313, 1339, 1073, 943]"
30,7.89961576461792,0,92018688,"[1074, 2270, 4297, 3367, 1414, 1218, 1341, 1767, 1688, 722, 3447, 3286, 288, 1589, 1146, 1040]"
31,7.928768157958984,0,91997184,"[1112, 2207, 4362, 3288, 1408, 1340, 1566, 1431, 1702, 766, 3485, 3447, 286, 1451, 1210, 886]"
32,7.870751857757568,0,91994112,"[1055, 2374, 4026, 3246, 1521, 1657, 1457, 1607, 1697, 857, 3245, 3319, 257, 1477, 1132, 1019]"
33,7.892640113830566,0,91969536,"[1100, 2299, 4543, 3109, 1477, 1355, 1485, 1677, 1729, 750, 3292, 3287, 301, 1379, 1109, 1046]"
34,7.896480083465576,0,91960320,"[1193, 2352, 4293, 3258, 1492, 1348, 1313, 1709, 1772, 819, 3340, 3167, 306, 1520, 1128, 925]"
35,7.886271953582764,0,91923456,"[987, 2171, 4629, 3367, 1400, 1358, 1441, 1585, 1622, 719, 3658, 3248, 317, 1288, 1191, 942]"
36,7.891359806060791,0,91944960,"[1073, 2341, 4824, 3028, 1347, 1417, 1405, 1605, 1664, 825, 3496, 3064, 279, 1393, 1201, 968]"
37,7.90393590927124,0,92095488,"[1149, 2443, 3905, 3221, 1602, 1470, 1414, 1643, 1691, 898, 2989, 3201, 352, 1701, 1256, 1044]"
38,7.904319763183594,0,92012544,"[1103, 2272, 4130, 3370, 1433, 1500, 1280, 1705, 1780, 813, 3275, 3232, 258, 1529, 1229, 1043]"
39,7.853343963623047,0,91855872,"[1016, 2117, 4671, 3191, 1414, 1382, 1368, 1678, 1514, 716, 3498, 3400, 308, 1490, 1176, 962]"
40,7.894656181335449,0,91819008,"[1078, 2331, 4515, 3102, 1429, 1488, 1457, 1422, 1805, 707, 3599, 3230, 266, 1400, 1125, 935]"
41,8.101408004760742,0,91846656,"[1114, 2273, 4563, 3354, 1534, 1336, 1298, 1631, 1741, 841, 3357, 3075, 283, 1376, 1130, 992]"
42,7.933599948883057,0,91948032,"[943, 2154, 4377, 3468, 1498, 1481, 1343, 1762, 1646, 725, 3311, 3340, 280, 1424, 1104, 1075]"
43,7.9094719886779785,0,92027904,"[915, 2149, 4107, 3570, 1500, 1481, 1465, 1672, 1520, 760, 3271, 3716, 284, 1443, 1081, 1023]"
44,7.893152236938477,0,91969536,"[1093, 2337, 4067, 3233, 1529, 1719, 1279, 1602, 1782, 823, 3320, 3132, 324, 1529, 1161, 1008]"
45,7.922848224639893,0,91944960,"[1089, 2104, 4670, 3132, 1408, 1509, 1379, 1696, 1542, 685, 3553, 3387, 319, 1432, 1043, 982]"
46,7.880224227905273,0,91966464,"[1112, 2169, 4696, 3123, 1380, 1528, 1253, 1621, 1504, 739, 3474, 3141, 292, 1647, 1220, 1038]"
47,7.915552139282227,0,92006400,"[1033, 2175, 4562, 3136, 1411, 1582, 1327, 1539, 1603, 788, 3743, 3155, 273, 1463, 1182, 978]"
48,7.934112071990967,0,91972608,"[1050, 2243, 4313, 3339, 1411, 1587, 1482, 1507, 1605, 739, 3422, 3096, 289, 1625, 1232, 999]"
49,7.900320053100586,0,91935744,"[1183, 2287, 4049, 3317, 1510, 1505, 1334, 1548, 1804, 875, 3428, 3162, 309, 1478, 1172, 966]"
50,7.903456211090088,0,92067840,"[1047, 2194, 4492, 3266, 1470, 1370, 1285, 1772, 1462, 717, 3461, 3579, 255, 1480, 1131, 989]"
51,7.910304069519043,0,91984896,"[1115, 2307, 4112, 3201, 1539, 1482, 1414, 1649, 1740, 809, 3319, 3180, 260, 1568, 1237, 1011]"
52,7.875679969787598,0,92092416,"[1080, 2145, 4276, 3391, 1461, 1196, 1348, 1525, 1517, 814, 3755, 3563, 260, 1471, 1248, 928]"
53,8.595040321350098,0,91932672,"[987, 2313, 4499, 3139, 1419, 1505, 1474, 1601, 1582, 810, 3407, 3247, 278, 1454, 1273, 938]"
54,7.912703990936279,0,92006400,"[1089, 2237, 4362, 3327, 1435, 1211, 1509, 1616, 1594, 773, 3554, 3358, 286, 1369, 1202, 1028]"
55,7.9344000816345215,0,91960320,"[1039, 2200, 4510, 3355, 1342, 1392, 1206, 1819, 1603, 787, 3542, 3412, 293, 1383, 1158, 894]"
56,7.965472221374512,0,91991040,"[1057, 2079, 4443, 3501, 1484, 1482, 1324, 1627, 1577, 746, 3417, 3377, 293, 1468, 1172, 898]"
57,7.889088153839111,0,92046336,"[1065, 2277, 4044, 3361, 1456, 1504, 1420, 1617, 1699, 781, 3286, 3473, 283, 1516, 1268, 913]"
58,7.92409610748291,0,91984896,"[1067, 1978, 4578, 3188, 1558, 1412, 1461, 1646, 1386, 812, 3598, 3519, 305, 1421, 1113, 901]"
59,7.877056121826172,0,91908096,"[1214, 2247, 4493, 3173, 1438, 1332, 1377, 1620, 1685, 810, 3464, 3298, 275, 1364, 1151, 977]"
