iteration,gpu,layer,Before Metadata and 1st Data,Metadata and 1st Data,Before 2nd Data,2nd Data,After 2nd Data,model_type,model
26,0,moe_l11,10.438048362731934,2.2935678958892822,17.077056884765625,1.960927963256836,9.633600234985352,Encoder-Decoder,MegaBlocks
27,0,moe_l11,10.442591667175291,51.67657470703125,17.494783401489258,6.132512092590332,9.103615760803224,Encoder-Decoder,MegaBlocks
28,0,moe_l11,10.372384071350098,2.273823976516724,17.03500747680664,2.0044798851013184,9.10147190093994,Encoder-Decoder,MegaBlocks
29,0,moe_l11,10.306079864501951,5.475488185882568,16.975616455078125,5.003583908081055,9.10591983795166,Encoder-Decoder,MegaBlocks
30,0,moe_l11,10.305279731750488,2.2970879077911377,22.62214469909668,1.946720004081726,9.14195156097412,Encoder-Decoder,MegaBlocks
31,0,moe_l11,12.674880027770996,2.828288078308105,17.00771141052246,2.457887887954712,9.112383842468262,Encoder-Decoder,MegaBlocks
32,0,moe_l11,10.26966381072998,2.2861759662628174,17.01535987854004,2.215296030044556,9.036160469055176,Encoder-Decoder,MegaBlocks
33,0,moe_l11,10.298463821411133,2.2813119888305664,17.001855850219727,1.9999359846115112,9.060383796691896,Encoder-Decoder,MegaBlocks
34,0,moe_l11,10.319744110107422,2.492511987686157,16.953184127807617,2.0418879985809326,9.08415985107422,Encoder-Decoder,MegaBlocks
35,0,moe_l11,10.278207778930664,2.2968320846557617,16.957279205322266,2.0508480072021484,9.098112106323242,Encoder-Decoder,MegaBlocks
36,0,moe_l11,11.467743873596191,2.491904020309448,17.93497657775879,1.9400639533996584,9.193344116210938,Encoder-Decoder,MegaBlocks
37,0,moe_l11,10.395071983337402,2.4662399291992188,16.979263305664062,2.972032070159912,9.171232223510742,Encoder-Decoder,MegaBlocks
38,0,moe_l11,10.402336120605469,2.284640073776245,16.94976043701172,1.994752049446106,9.079551696777344,Encoder-Decoder,MegaBlocks
39,0,moe_l11,10.340576171875,2.345855951309204,16.91756820678711,2.036479949951172,9.12217617034912,Encoder-Decoder,MegaBlocks
40,0,moe_l11,10.361184120178224,2.2529280185699463,16.932384490966797,2.0360960960388184,9.08681583404541,Encoder-Decoder,MegaBlocks
41,0,moe_l11,10.333696365356444,2.293600082397461,17.09507179260254,1.968991994857788,9.065792083740234,Encoder-Decoder,MegaBlocks
42,0,moe_l11,10.33456039428711,2.3301119804382324,16.964128494262695,2.059328079223633,9.124064445495604,Encoder-Decoder,MegaBlocks
43,0,moe_l11,10.68723201751709,2.2688639163970947,16.963327407836914,4.639584064483643,9.10028839111328,Encoder-Decoder,MegaBlocks
44,0,moe_l11,10.317215919494627,3.2355520725250244,16.93824005126953,2.437727928161621,9.144672393798828,Encoder-Decoder,MegaBlocks
45,0,moe_l11,10.544992446899414,3.7178239822387695,16.977951049804688,2.274175882339477,9.058112144470217,Encoder-Decoder,MegaBlocks
46,0,moe_l11,10.350591659545898,2.2880640029907227,17.615936279296875,1.971743941307068,9.11616039276123,Encoder-Decoder,MegaBlocks
47,0,moe_l11,10.305184364318848,2.3661439418792725,16.964191436767578,1.9728000164031985,9.142784118652344,Encoder-Decoder,MegaBlocks
48,0,moe_l11,10.327712059020996,2.2691519260406494,16.96931266784668,2.070591926574707,9.122912406921388,Encoder-Decoder,MegaBlocks
49,0,moe_l11,10.321344375610352,2.351104021072388,17.00774383544922,1.9772160053253172,9.073792457580566,Encoder-Decoder,MegaBlocks
50,0,moe_l11,10.367487907409668,2.291680097579956,16.987648010253906,1.9731839895248413,9.137920379638672,Encoder-Decoder,MegaBlocks
51,0,moe_l11,10.296480178833008,2.302175998687744,16.915008544921875,2.0868160724639893,9.047840118408203,Encoder-Decoder,MegaBlocks
52,0,moe_l11,10.317215919494627,2.2834560871124268,16.88003158569336,2.051487922668457,9.092703819274902,Encoder-Decoder,MegaBlocks
53,0,moe_l11,10.370911598205566,2.353760004043579,17.01353645324707,1.970752000808716,9.154911994934082,Encoder-Decoder,MegaBlocks
54,0,moe_l11,10.326911926269531,2.2587199211120605,16.927711486816406,1.97542405128479,9.14179229736328,Encoder-Decoder,MegaBlocks
55,0,moe_l11,10.390015602111816,2.2720000743865967,16.985088348388672,2.038464069366455,9.080479621887209,Encoder-Decoder,MegaBlocks
56,0,moe_l11,10.303263664245604,2.2919039726257324,16.915903091430664,2.014240026473999,9.07545566558838,Encoder-Decoder,MegaBlocks
57,0,moe_l11,10.319775581359863,2.290719985961914,16.93769645690918,2.054719924926758,9.10531234741211,Encoder-Decoder,MegaBlocks
58,0,moe_l11,10.290592193603516,2.293152093887329,16.941919326782227,2.034912109375,9.099519729614258,Encoder-Decoder,MegaBlocks
59,0,moe_l11,10.292832374572754,2.3362879753112797,16.994911193847656,1.9534399509429927,9.080479621887209,Encoder-Decoder,MegaBlocks
60,0,moe_l11,10.31443214416504,2.277440071105957,20.443679809570312,1.9451839923858645,9.62880039215088,Encoder-Decoder,MegaBlocks
61,0,moe_l11,10.274368286132812,2.315327882766724,16.938079833984375,1.958912014961243,9.074015617370604,Encoder-Decoder,MegaBlocks
62,0,moe_l11,10.299039840698242,2.289664030075073,16.911584854125977,2.0534400939941406,9.101344108581545,Encoder-Decoder,MegaBlocks
63,0,moe_l11,10.295040130615234,2.335743904113769,16.988927841186523,1.940160036087036,9.095616340637209,Encoder-Decoder,MegaBlocks
64,0,moe_l11,10.33459186553955,2.2777600288391118,16.932863235473633,1.9899840354919436,9.335455894470217,Encoder-Decoder,MegaBlocks
65,0,moe_l11,10.319392204284668,2.2985599040985107,16.94063949584961,1.9783040285110476,9.077152252197266,Encoder-Decoder,MegaBlocks
66,0,moe_l11,10.326080322265623,2.3019518852233887,16.942047119140625,2.0065600872039795,9.045184135437012,Encoder-Decoder,MegaBlocks
67,0,moe_l11,10.3023681640625,2.264512062072754,16.959423065185547,1.982367992401123,9.087712287902832,Encoder-Decoder,MegaBlocks
68,0,moe_l11,10.30288028717041,2.3004159927368164,17.228191375732422,1.9442559480667116,9.062432289123535,Encoder-Decoder,MegaBlocks
69,0,moe_l11,10.326592445373535,2.2953920364379883,16.896320343017578,2.0332159996032715,9.10700798034668,Encoder-Decoder,MegaBlocks
70,0,moe_l11,10.265824317932127,2.28656005859375,16.92076873779297,2.0038399696350098,9.048480033874512,Encoder-Decoder,MegaBlocks
71,0,moe_l11,10.32323169708252,2.2784640789031982,16.895904541015625,2.0165441036224365,9.089887619018556,Encoder-Decoder,MegaBlocks
72,0,moe_l11,10.39087963104248,2.269984006881714,16.94416046142578,2.1215360164642334,9.05014419555664,Encoder-Decoder,MegaBlocks
73,0,moe_l11,10.31935977935791,2.2697598934173584,16.9300479888916,1.966271996498108,9.098400115966797,Encoder-Decoder,MegaBlocks
74,0,moe_l11,10.312576293945312,2.289344072341919,16.95110321044922,1.999776005744934,9.064895629882812,Encoder-Decoder,MegaBlocks
75,0,moe_l11,10.24448013305664,2.270688056945801,16.963199615478516,1.990880012512207,9.098464012145996,Encoder-Decoder,MegaBlocks
76,0,moe_l11,10.299551963806152,2.2683839797973637,16.889087677001953,1.981567978858948,9.111455917358398,Encoder-Decoder,MegaBlocks
77,0,moe_l11,10.345088005065918,2.2799999713897705,16.921215057373047,1.985759973526001,9.050559997558594,Encoder-Decoder,MegaBlocks
78,0,moe_l11,10.428256034851074,2.277791976928711,16.89174461364746,2.08188796043396,9.114784240722656,Encoder-Decoder,MegaBlocks
79,0,moe_l11,10.320159912109377,2.275360107421875,16.944576263427734,3.103199958801269,9.087552070617676,Encoder-Decoder,MegaBlocks
80,0,moe_l11,10.692319869995115,2.272543907165528,16.896223068237305,1.9847999811172483,9.065312385559082,Encoder-Decoder,MegaBlocks
81,0,moe_l11,10.390624046325684,2.281791925430298,16.95088005065918,2.134176015853882,9.274527549743652,Encoder-Decoder,MegaBlocks
82,0,moe_l11,10.332927703857422,2.322335958480835,16.91926383972168,2.3217599391937256,9.12662410736084,Encoder-Decoder,MegaBlocks
83,0,moe_l11,10.309184074401855,2.269023895263672,16.951744079589844,1.962656021118164,9.003104209899902,Encoder-Decoder,MegaBlocks
84,0,moe_l11,10.32156753540039,2.3040640354156494,16.977567672729492,2.0009920597076416,9.080767631530762,Encoder-Decoder,MegaBlocks
85,0,moe_l11,10.331007957458496,4.798336029052734,16.971935272216797,2.8261759281158447,9.071871757507324,Encoder-Decoder,MegaBlocks
86,0,moe_l11,10.408608436584473,2.254688024520874,16.923967361450195,1.9944640398025515,9.046527862548828,Encoder-Decoder,MegaBlocks
87,0,moe_l11,10.35916805267334,2.250591993331909,16.941247940063477,1.99891197681427,9.120287895202637,Encoder-Decoder,MegaBlocks
88,0,moe_l11,10.376928329467772,2.294816017150879,16.944639205932617,1.959328055381775,9.069984436035156,Encoder-Decoder,MegaBlocks
89,0,moe_l11,10.418720245361328,2.290623903274536,16.920799255371094,2.000960111618042,9.067584037780762,Encoder-Decoder,MegaBlocks
90,0,moe_l11,10.284576416015623,2.2895679473876958,16.95859146118164,1.949120044708252,9.077792167663574,Encoder-Decoder,MegaBlocks
91,0,moe_l11,10.298208236694336,2.2765440940856934,17.005056381225586,1.956096053123474,9.123104095458984,Encoder-Decoder,MegaBlocks
92,0,moe_l11,10.320575714111328,2.280064105987549,16.973312377929688,1.982591986656189,9.098624229431152,Encoder-Decoder,MegaBlocks
93,0,moe_l11,10.318495750427246,2.2780799865722656,16.954559326171875,2.027712106704712,9.082880020141602,Encoder-Decoder,MegaBlocks
94,0,moe_l11,9.832575798034668,3.224672079086304,16.841632843017578,2.183648109436035,8.529727935791016,Encoder-Decoder,MegaBlocks
95,0,moe_l11,9.810976028442385,2.2896320819854736,17.059072494506836,1.9389760494232176,8.644767761230469,Encoder-Decoder,MegaBlocks
96,0,moe_l11,9.920191764831545,3.2066879272460938,16.701568603515625,2.563584089279175,8.604031562805176,Encoder-Decoder,MegaBlocks
97,0,moe_l11,9.90608024597168,3.172960042953491,16.69705581665039,2.232192039489746,8.6080322265625,Encoder-Decoder,MegaBlocks
98,0,moe_l11,9.90329647064209,3.178335905075073,16.65001678466797,2.320512056350708,8.61849594116211,Encoder-Decoder,MegaBlocks
99,0,moe_l11,9.905247688293455,3.2472000122070312,16.68841552734375,2.2104320526123047,8.621824264526367,Encoder-Decoder,MegaBlocks
0,0,moe_l11_decode,8.424063682556152,0.6276479959487915,12.419551849365234,0.2413119971752166,7.625311851501465,Encoder-Decoder,MegaBlocks
