iteration,latency (ms),gpu,layer,model_type,model
69,3.430367946624756,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
70,3.532927989959717,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
71,3.789760112762451,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
72,3.5720319747924805,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
73,3.29369592666626,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
74,3.6486079692840576,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
75,3.645375967025757,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
76,3.4171841144561768,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
77,3.717855930328369,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
78,3.7351040840148926,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
79,3.499520063400269,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
80,4.187808036804199,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
81,3.603071928024292,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
82,3.3777918815612797,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
83,3.366175889968872,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
84,3.2527999877929688,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
85,3.237663984298706,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
86,3.1277759075164795,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
87,3.5045440196990967,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
88,4.997632026672363,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
89,3.3547840118408203,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
90,3.682496070861816,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
91,4.625504016876221,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
92,3.15993595123291,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
93,3.4707839488983154,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
94,3.806495904922485,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
95,3.3574719429016118,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
96,3.650847911834717,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
97,3.336832046508789,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
98,3.434400081634521,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
99,3.861664056777954,0,moe_l1_decode,Encoder-Decoder,DeepSpeed
0,177.5350341796875,0,moe_l3,Encoder-Decoder,DeepSpeed
1,177.65196228027344,0,moe_l3,Encoder-Decoder,DeepSpeed
2,177.5708465576172,0,moe_l3,Encoder-Decoder,DeepSpeed
3,177.84579467773438,0,moe_l3,Encoder-Decoder,DeepSpeed
4,177.1682891845703,0,moe_l3,Encoder-Decoder,DeepSpeed
5,177.62728881835938,0,moe_l3,Encoder-Decoder,DeepSpeed
6,177.74380493164062,0,moe_l3,Encoder-Decoder,DeepSpeed
7,177.30224609375,0,moe_l3,Encoder-Decoder,DeepSpeed
8,177.24771118164062,0,moe_l3,Encoder-Decoder,DeepSpeed
9,177.4871063232422,0,moe_l3,Encoder-Decoder,DeepSpeed
10,177.3962860107422,0,moe_l3,Encoder-Decoder,DeepSpeed
11,177.4302978515625,0,moe_l3,Encoder-Decoder,DeepSpeed
12,177.35472106933594,0,moe_l3,Encoder-Decoder,DeepSpeed
13,177.57516479492188,0,moe_l3,Encoder-Decoder,DeepSpeed
14,177.47903442382812,0,moe_l3,Encoder-Decoder,DeepSpeed
15,177.40789794921875,0,moe_l3,Encoder-Decoder,DeepSpeed
16,177.1841583251953,0,moe_l3,Encoder-Decoder,DeepSpeed
17,177.46786499023438,0,moe_l3,Encoder-Decoder,DeepSpeed
18,177.78326416015625,0,moe_l3,Encoder-Decoder,DeepSpeed
19,177.32089233398438,0,moe_l3,Encoder-Decoder,DeepSpeed
20,177.16455078125,0,moe_l3,Encoder-Decoder,DeepSpeed
21,177.5843505859375,0,moe_l3,Encoder-Decoder,DeepSpeed
22,177.52630615234375,0,moe_l3,Encoder-Decoder,DeepSpeed
23,177.21434020996094,0,moe_l3,Encoder-Decoder,DeepSpeed
24,177.4258575439453,0,moe_l3,Encoder-Decoder,DeepSpeed
25,177.65475463867188,0,moe_l3,Encoder-Decoder,DeepSpeed
26,177.59059143066406,0,moe_l3,Encoder-Decoder,DeepSpeed
27,177.6110382080078,0,moe_l3,Encoder-Decoder,DeepSpeed
28,177.5023956298828,0,moe_l3,Encoder-Decoder,DeepSpeed
29,177.4658203125,0,moe_l3,Encoder-Decoder,DeepSpeed
30,177.65597534179688,0,moe_l3,Encoder-Decoder,DeepSpeed
31,177.18048095703125,0,moe_l3,Encoder-Decoder,DeepSpeed
32,177.45248413085938,0,moe_l3,Encoder-Decoder,DeepSpeed
33,177.77862548828125,0,moe_l3,Encoder-Decoder,DeepSpeed
34,177.7665252685547,0,moe_l3,Encoder-Decoder,DeepSpeed
35,177.40838623046875,0,moe_l3,Encoder-Decoder,DeepSpeed
36,177.31993103027344,0,moe_l3,Encoder-Decoder,DeepSpeed
37,177.848388671875,0,moe_l3,Encoder-Decoder,DeepSpeed
38,177.6432342529297,0,moe_l3,Encoder-Decoder,DeepSpeed
39,177.44749450683594,0,moe_l3,Encoder-Decoder,DeepSpeed
40,177.446533203125,0,moe_l3,Encoder-Decoder,DeepSpeed
41,177.1958770751953,0,moe_l3,Encoder-Decoder,DeepSpeed
42,177.59666442871094,0,moe_l3,Encoder-Decoder,DeepSpeed
43,177.4338836669922,0,moe_l3,Encoder-Decoder,DeepSpeed
44,177.11660766601562,0,moe_l3,Encoder-Decoder,DeepSpeed
45,177.5358123779297,0,moe_l3,Encoder-Decoder,DeepSpeed
46,177.72650146484375,0,moe_l3,Encoder-Decoder,DeepSpeed
47,177.140869140625,0,moe_l3,Encoder-Decoder,DeepSpeed
48,177.1669464111328,0,moe_l3,Encoder-Decoder,DeepSpeed
49,177.4820098876953,0,moe_l3,Encoder-Decoder,DeepSpeed
50,177.13165283203125,0,moe_l3,Encoder-Decoder,DeepSpeed
51,177.5207977294922,0,moe_l3,Encoder-Decoder,DeepSpeed
52,177.51437377929688,0,moe_l3,Encoder-Decoder,DeepSpeed
53,177.29461669921875,0,moe_l3,Encoder-Decoder,DeepSpeed
54,177.57034301757812,0,moe_l3,Encoder-Decoder,DeepSpeed
55,177.69261169433594,0,moe_l3,Encoder-Decoder,DeepSpeed
56,177.30650329589844,0,moe_l3,Encoder-Decoder,DeepSpeed
57,177.5885467529297,0,moe_l3,Encoder-Decoder,DeepSpeed
58,177.70870971679688,0,moe_l3,Encoder-Decoder,DeepSpeed
59,177.4095001220703,0,moe_l3,Encoder-Decoder,DeepSpeed
60,177.29583740234375,0,moe_l3,Encoder-Decoder,DeepSpeed
61,176.97021484375,0,moe_l3,Encoder-Decoder,DeepSpeed
62,177.561279296875,0,moe_l3,Encoder-Decoder,DeepSpeed
63,177.2626953125,0,moe_l3,Encoder-Decoder,DeepSpeed
64,177.56466674804688,0,moe_l3,Encoder-Decoder,DeepSpeed
65,177.6796875,0,moe_l3,Encoder-Decoder,DeepSpeed
66,177.45797729492188,0,moe_l3,Encoder-Decoder,DeepSpeed
67,177.6790771484375,0,moe_l3,Encoder-Decoder,DeepSpeed
68,177.5325469970703,0,moe_l3,Encoder-Decoder,DeepSpeed
69,177.2163543701172,0,moe_l3,Encoder-Decoder,DeepSpeed
70,177.71331787109375,0,moe_l3,Encoder-Decoder,DeepSpeed
71,177.58998107910156,0,moe_l3,Encoder-Decoder,DeepSpeed
72,177.15487670898438,0,moe_l3,Encoder-Decoder,DeepSpeed
73,177.1979522705078,0,moe_l3,Encoder-Decoder,DeepSpeed
74,177.46278381347656,0,moe_l3,Encoder-Decoder,DeepSpeed
75,177.22457885742188,0,moe_l3,Encoder-Decoder,DeepSpeed
76,177.50775146484375,0,moe_l3,Encoder-Decoder,DeepSpeed
77,177.61209106445312,0,moe_l3,Encoder-Decoder,DeepSpeed
78,177.50973510742188,0,moe_l3,Encoder-Decoder,DeepSpeed
79,177.30026245117188,0,moe_l3,Encoder-Decoder,DeepSpeed
80,177.8311309814453,0,moe_l3,Encoder-Decoder,DeepSpeed
81,177.33644104003906,0,moe_l3,Encoder-Decoder,DeepSpeed
82,177.5957489013672,0,moe_l3,Encoder-Decoder,DeepSpeed
83,177.43565368652344,0,moe_l3,Encoder-Decoder,DeepSpeed
84,177.4766082763672,0,moe_l3,Encoder-Decoder,DeepSpeed
85,177.57769775390625,0,moe_l3,Encoder-Decoder,DeepSpeed
86,177.2355499267578,0,moe_l3,Encoder-Decoder,DeepSpeed
87,177.00732421875,0,moe_l3,Encoder-Decoder,DeepSpeed
88,176.82077026367188,0,moe_l3,Encoder-Decoder,DeepSpeed
89,178.9400634765625,0,moe_l3,Encoder-Decoder,DeepSpeed
90,177.3092498779297,0,moe_l3,Encoder-Decoder,DeepSpeed
91,177.25827026367188,0,moe_l3,Encoder-Decoder,DeepSpeed
92,177.46316528320312,0,moe_l3,Encoder-Decoder,DeepSpeed
93,177.10745239257812,0,moe_l3,Encoder-Decoder,DeepSpeed
94,177.41897583007812,0,moe_l3,Encoder-Decoder,DeepSpeed
95,177.14358520507812,0,moe_l3,Encoder-Decoder,DeepSpeed
96,177.4610595703125,0,moe_l3,Encoder-Decoder,DeepSpeed
97,177.5569305419922,0,moe_l3,Encoder-Decoder,DeepSpeed
98,177.3500518798828,0,moe_l3,Encoder-Decoder,DeepSpeed
99,177.58355712890625,0,moe_l3,Encoder-Decoder,DeepSpeed
0,3.424544095993042,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
1,3.514143943786621,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
2,3.636672019958496,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
3,4.806464195251465,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
4,4.153696060180664,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
5,4.294400215148926,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
6,3.632224082946777,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
7,3.661567926406861,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
8,3.294111967086792,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
9,3.7164480686187744,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
10,3.5230400562286377,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
11,3.436928033828736,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
12,3.620192050933838,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
13,3.778815984725952,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
14,3.419552087783813,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
15,3.19980788230896,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
16,3.292383909225464,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
17,4.059999942779541,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
18,3.510816097259521,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
19,3.1672959327697754,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
20,3.2919681072235107,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
21,3.1695361137390137,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
22,3.4206080436706543,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
23,3.216543912887573,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
24,3.2416958808898926,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
25,3.1855039596557617,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
26,3.169984102249145,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
27,3.2719039916992188,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
28,3.4607999324798584,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
29,3.224832057952881,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
30,3.4254720211029053,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
31,3.2680320739746094,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
32,3.558687925338745,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
33,3.373663902282715,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
34,3.3711040019989014,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
35,3.345184087753296,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
36,3.4701759815216064,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
37,3.263360023498535,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
38,4.519807815551758,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
39,3.8089919090271,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
40,3.440063953399658,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
41,3.340384006500244,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
42,3.535264015197754,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
43,3.30351996421814,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
44,3.583616018295288,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
45,3.2110719680786133,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
46,3.4935359954833984,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
47,3.472991943359375,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
48,3.321952104568481,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
49,3.6254398822784415,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
50,3.502880096435547,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
51,3.4842240810394287,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
52,3.3490560054779053,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
53,3.529792070388794,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
54,3.1664319038391118,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
55,3.470144033432007,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
56,3.374847888946533,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
57,3.3570239543914795,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
58,3.262336015701294,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
59,3.246112108230591,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
60,3.3981120586395264,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
61,3.3001599311828613,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
62,3.8249919414520255,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
63,3.2992000579833984,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
64,3.81712007522583,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
65,3.822463989257813,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
66,3.603071928024292,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
67,3.3616960048675537,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
68,3.2666239738464355,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
69,3.1757121086120605,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
70,3.172607898712158,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
71,3.298592090606689,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
72,4.381919860839844,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
73,3.246783971786499,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
74,3.308288097381592,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
75,3.232032060623169,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
76,3.190016031265259,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
77,3.720736026763916,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
78,3.1767680644989014,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
79,3.1722559928894043,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
80,3.379679918289185,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
81,3.1849920749664307,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
82,3.261631965637207,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
83,3.3246400356292725,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
84,3.2589120864868164,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
85,3.200256109237671,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
86,3.1886720657348637,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
87,3.213248014450073,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
88,4.601984024047852,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
89,3.1695361137390137,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
90,3.167680025100708,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
91,3.186016082763672,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
92,3.210304021835327,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
93,3.1715519428253174,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
94,3.328864097595215,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
95,3.182528018951416,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
96,3.169984102249145,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
97,3.207679986953736,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
98,3.267551898956299,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
99,3.929856061935425,0,moe_l3_decode,Encoder-Decoder,DeepSpeed
0,177.8744659423828,0,moe_l5,Encoder-Decoder,DeepSpeed
1,177.4830780029297,0,moe_l5,Encoder-Decoder,DeepSpeed
2,177.1170196533203,0,moe_l5,Encoder-Decoder,DeepSpeed
3,177.0122833251953,0,moe_l5,Encoder-Decoder,DeepSpeed
4,177.64527893066406,0,moe_l5,Encoder-Decoder,DeepSpeed
5,177.14227294921875,0,moe_l5,Encoder-Decoder,DeepSpeed
6,177.68540954589844,0,moe_l5,Encoder-Decoder,DeepSpeed
7,177.263427734375,0,moe_l5,Encoder-Decoder,DeepSpeed
8,177.5990753173828,0,moe_l5,Encoder-Decoder,DeepSpeed
9,177.3191375732422,0,moe_l5,Encoder-Decoder,DeepSpeed
10,177.34375,0,moe_l5,Encoder-Decoder,DeepSpeed
11,177.5172119140625,0,moe_l5,Encoder-Decoder,DeepSpeed
12,177.56092834472656,0,moe_l5,Encoder-Decoder,DeepSpeed
13,177.40313720703125,0,moe_l5,Encoder-Decoder,DeepSpeed
14,177.74073791503906,0,moe_l5,Encoder-Decoder,DeepSpeed
15,178.0135040283203,0,moe_l5,Encoder-Decoder,DeepSpeed
16,177.59552001953125,0,moe_l5,Encoder-Decoder,DeepSpeed
17,176.7902069091797,0,moe_l5,Encoder-Decoder,DeepSpeed
18,177.4897003173828,0,moe_l5,Encoder-Decoder,DeepSpeed
19,177.24464416503906,0,moe_l5,Encoder-Decoder,DeepSpeed
20,177.4734649658203,0,moe_l5,Encoder-Decoder,DeepSpeed
21,177.64553833007812,0,moe_l5,Encoder-Decoder,DeepSpeed
22,177.27392578125,0,moe_l5,Encoder-Decoder,DeepSpeed
23,177.39462280273438,0,moe_l5,Encoder-Decoder,DeepSpeed
24,177.6673583984375,0,moe_l5,Encoder-Decoder,DeepSpeed
25,177.84188842773438,0,moe_l5,Encoder-Decoder,DeepSpeed
26,177.43011474609375,0,moe_l5,Encoder-Decoder,DeepSpeed
27,177.0911407470703,0,moe_l5,Encoder-Decoder,DeepSpeed
28,177.4239959716797,0,moe_l5,Encoder-Decoder,DeepSpeed
29,177.7565155029297,0,moe_l5,Encoder-Decoder,DeepSpeed
30,177.1411590576172,0,moe_l5,Encoder-Decoder,DeepSpeed
31,177.5206756591797,0,moe_l5,Encoder-Decoder,DeepSpeed
32,177.23011779785156,0,moe_l5,Encoder-Decoder,DeepSpeed
33,178.0577850341797,0,moe_l5,Encoder-Decoder,DeepSpeed
34,177.418212890625,0,moe_l5,Encoder-Decoder,DeepSpeed
35,177.42796325683594,0,moe_l5,Encoder-Decoder,DeepSpeed
36,177.44876098632812,0,moe_l5,Encoder-Decoder,DeepSpeed
37,178.73216247558594,0,moe_l5,Encoder-Decoder,DeepSpeed
38,176.91526794433594,0,moe_l5,Encoder-Decoder,DeepSpeed
39,177.325439453125,0,moe_l5,Encoder-Decoder,DeepSpeed
40,177.6516876220703,0,moe_l5,Encoder-Decoder,DeepSpeed
41,177.4908447265625,0,moe_l5,Encoder-Decoder,DeepSpeed
42,177.4817352294922,0,moe_l5,Encoder-Decoder,DeepSpeed
43,178.02691650390625,0,moe_l5,Encoder-Decoder,DeepSpeed
44,177.56912231445312,0,moe_l5,Encoder-Decoder,DeepSpeed
45,177.43157958984375,0,moe_l5,Encoder-Decoder,DeepSpeed
46,177.53587341308594,0,moe_l5,Encoder-Decoder,DeepSpeed
47,177.49667358398438,0,moe_l5,Encoder-Decoder,DeepSpeed
48,177.8989715576172,0,moe_l5,Encoder-Decoder,DeepSpeed
49,177.7674560546875,0,moe_l5,Encoder-Decoder,DeepSpeed
50,177.40853881835938,0,moe_l5,Encoder-Decoder,DeepSpeed
51,177.80096435546875,0,moe_l5,Encoder-Decoder,DeepSpeed
52,177.3539276123047,0,moe_l5,Encoder-Decoder,DeepSpeed
53,177.1640625,0,moe_l5,Encoder-Decoder,DeepSpeed
54,177.68045043945312,0,moe_l5,Encoder-Decoder,DeepSpeed
55,177.72341918945312,0,moe_l5,Encoder-Decoder,DeepSpeed
56,177.37619018554688,0,moe_l5,Encoder-Decoder,DeepSpeed
57,177.36431884765625,0,moe_l5,Encoder-Decoder,DeepSpeed
58,177.2562255859375,0,moe_l5,Encoder-Decoder,DeepSpeed
59,177.1807098388672,0,moe_l5,Encoder-Decoder,DeepSpeed
60,177.51683044433594,0,moe_l5,Encoder-Decoder,DeepSpeed
61,177.29994201660156,0,moe_l5,Encoder-Decoder,DeepSpeed
62,177.50572204589844,0,moe_l5,Encoder-Decoder,DeepSpeed
63,177.3763885498047,0,moe_l5,Encoder-Decoder,DeepSpeed
64,177.29139709472656,0,moe_l5,Encoder-Decoder,DeepSpeed
65,177.35693359375,0,moe_l5,Encoder-Decoder,DeepSpeed
66,177.52621459960938,0,moe_l5,Encoder-Decoder,DeepSpeed
67,177.4247283935547,0,moe_l5,Encoder-Decoder,DeepSpeed
68,177.83238220214844,0,moe_l5,Encoder-Decoder,DeepSpeed
69,177.56483459472656,0,moe_l5,Encoder-Decoder,DeepSpeed
70,177.36195373535156,0,moe_l5,Encoder-Decoder,DeepSpeed
71,177.24266052246094,0,moe_l5,Encoder-Decoder,DeepSpeed
72,177.56544494628906,0,moe_l5,Encoder-Decoder,DeepSpeed
73,177.27520751953125,0,moe_l5,Encoder-Decoder,DeepSpeed
74,177.65350341796875,0,moe_l5,Encoder-Decoder,DeepSpeed
75,177.28221130371094,0,moe_l5,Encoder-Decoder,DeepSpeed
76,177.11532592773438,0,moe_l5,Encoder-Decoder,DeepSpeed
77,177.5800018310547,0,moe_l5,Encoder-Decoder,DeepSpeed
78,177.39804077148438,0,moe_l5,Encoder-Decoder,DeepSpeed
79,177.5410614013672,0,moe_l5,Encoder-Decoder,DeepSpeed
80,177.43533325195312,0,moe_l5,Encoder-Decoder,DeepSpeed
81,176.80361938476562,0,moe_l5,Encoder-Decoder,DeepSpeed
82,177.38844299316406,0,moe_l5,Encoder-Decoder,DeepSpeed
83,177.0235137939453,0,moe_l5,Encoder-Decoder,DeepSpeed
84,177.49891662597656,0,moe_l5,Encoder-Decoder,DeepSpeed
85,177.46592712402344,0,moe_l5,Encoder-Decoder,DeepSpeed
86,177.89117431640625,0,moe_l5,Encoder-Decoder,DeepSpeed
87,177.19847106933594,0,moe_l5,Encoder-Decoder,DeepSpeed
88,177.60511779785156,0,moe_l5,Encoder-Decoder,DeepSpeed
89,177.388671875,0,moe_l5,Encoder-Decoder,DeepSpeed
90,177.54847717285156,0,moe_l5,Encoder-Decoder,DeepSpeed
91,177.41619873046875,0,moe_l5,Encoder-Decoder,DeepSpeed
92,177.57388305664062,0,moe_l5,Encoder-Decoder,DeepSpeed
93,177.68435668945312,0,moe_l5,Encoder-Decoder,DeepSpeed
94,177.491943359375,0,moe_l5,Encoder-Decoder,DeepSpeed
95,177.37234497070312,0,moe_l5,Encoder-Decoder,DeepSpeed
96,177.48182678222656,0,moe_l5,Encoder-Decoder,DeepSpeed
97,177.28282165527344,0,moe_l5,Encoder-Decoder,DeepSpeed
98,177.37017822265625,0,moe_l5,Encoder-Decoder,DeepSpeed
99,177.36642456054688,0,moe_l5,Encoder-Decoder,DeepSpeed
0,4.457824230194092,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
1,3.5113279819488525,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
2,3.5703039169311523,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
3,4.426047801971436,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
4,4.612351894378662,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
5,3.551520109176636,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
6,3.538624048233032,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
7,3.590143918991089,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
8,3.572096109390259,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
9,3.5151360034942627,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
10,3.5806400775909424,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
11,3.536832094192505,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
12,3.5538558959960938,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
13,3.4177279472351074,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
14,3.48470401763916,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
15,3.3309760093688965,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
16,3.3190720081329346,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
17,4.139071941375732,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
18,3.512576103210449,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
19,3.2445759773254395,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
20,3.719680070877075,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
21,3.2061119079589844,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
22,3.465280055999756,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
23,3.170912027359009,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
24,3.1513919830322266,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
25,3.267263889312744,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
26,3.2972800731658936,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
27,3.2867839336395264,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
28,3.304640054702759,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
29,3.169951915740967,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
30,3.255903959274292,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
31,3.419487953186035,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
32,3.5900158882141118,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
33,3.2369918823242188,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
34,3.3315200805664062,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
35,3.3166720867156982,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
36,3.437344074249268,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
37,3.3613440990448,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
38,3.320544004440308,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
39,3.6389119625091553,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
40,3.5524160861968994,0,moe_l5_decode,Encoder-Decoder,DeepSpeed
