iteration,latency (ms),total number of bytes sent,total number of bytes recv,Before Metadata and 1st Data,Metadata and 1st Data,Before 2nd Data,2nd Data,After 2nd Data
0,4625.21484375,552961536,368641536,28.493440628051758,4504.7861328125,40.36076736450195,3.5334079265594482,47.51772689819336
1,61.63497543334961,552961536,368641536,10.063103675842285,11.028639793395996,24.08812713623047,2.666208028793335,13.37279987335205
2,53.403743743896484,552961536,368641536,10.05247974395752,3.3280959129333496,23.363872528076172,7.331136226654053,8.908831596374512
3,60.50864028930664,552961536,368641536,10.504960060119629,12.384544372558594,24.218528747558594,3.9961600303649902,8.94591999053955
4,48.51123046875,552961536,368641536,10.284223556518555,2.3189759254455566,24.148479461669922,2.2604479789733887,9.065855979919434
5,51.62947082519531,552961536,368641536,10.23641586303711,2.2944960594177246,23.283615112304688,6.201056003570557,9.191328048706055
6,47.62083053588867,552961536,368641536,10.286016464233398,2.272576093673706,22.824384689331055,2.541343927383423,9.26899242401123
7,47.84684753417969,552961536,368641536,10.740256309509277,2.3455679416656494,22.916799545288086,2.390079975128174,9.046527862548828
8,50.511295318603516,552961536,368641536,10.277440071105957,4.933472156524658,22.810176849365234,2.7613120079040527,9.309760093688965
9,48.291072845458984,552961536,368641536,10.055392265319824,2.328223943710327,24.698368072509766,1.9511040449142456,8.839391708374023
10,48.89209747314453,552961536,368641536,10.766752243041992,2.4161601066589355,24.203039169311523,1.98636794090271,9.078592300415039
11,49.492576599121094,552961536,368641536,11.666272163391113,2.4229118824005127,24.018272399902344,1.9668480157852173,8.978048324584961
12,47.22502517700195,552961536,368641536,10.076416015625,2.316416025161743,23.642688751220703,1.9700160026550293,8.812447547912598
13,47.75632095336914,552961536,368641536,10.060832023620605,2.2787840366363525,24.096607208251953,1.9525120258331299,8.95315170288086
14,47.45052719116211,552961536,368641536,10.038240432739258,2.3031039237976074,23.837055206298828,1.9578880071640015,8.905216217041016
15,46.72943878173828,552961536,368641536,10.055071830749512,2.3163199424743652,22.78451156616211,2.3552639484405518,8.816320419311523
16,47.18403244018555,552961536,368641536,9.974528312683105,2.980031967163086,23.06643295288086,1.960927963256836,8.798912048339844
17,46.46992111206055,552961536,368641536,10.027680397033691,2.338848114013672,22.613792419433594,2.2598719596862793,8.823424339294434
18,47.875553131103516,552961536,368641536,10.112095832824707,2.3913919925689697,24.09174346923828,1.9624320268630981,8.897536277770996
19,46.991424560546875,552961536,368641536,10.067520141601562,2.296736001968384,23.265695571899414,2.0770559310913086,8.874655723571777
