iteration,latency (s)
0,0.5885672569274902
1,0.580296516418457
2,0.5748348236083984
3,0.5638918876647949
4,0.559401273727417
5,0.564685583114624
6,0.5587067604064941
7,0.5561861991882324
8,0.5582396984100342
9,0.5523993968963623
10,0.5520985126495361
11,0.5599796772003174
12,0.5533030033111572
13,0.5436501502990723
14,0.5420942306518555
15,0.553231954574585
16,0.5501031875610352
17,0.7072567939758301
18,0.5491940975189209
19,0.5432429313659668
20,0.5581846237182617
21,0.5509159564971924
22,0.5473253726959229
23,0.5474109649658203
24,0.5450584888458252
25,0.5425066947937012
26,0.5451467037200928
27,0.5454723834991455
28,0.5528683662414551
29,0.5451316833496094
30,0.5440332889556885
31,0.550499439239502
32,0.7635035514831543
33,0.5466055870056152
34,0.542957067489624
35,0.7205512523651123
36,0.6345813274383545
37,0.5486452579498291
38,0.5461747646331787
39,0.543013334274292
40,0.5424723625183105
41,0.5417013168334961
42,0.5451376438140869
43,0.545687198638916
44,0.5492079257965088
45,0.5558350086212158
46,0.5557148456573486
47,0.5553195476531982
48,0.5486099720001221
49,0.5428810119628906
50,0.5467441082000732
51,0.5487785339355469
52,0.5494225025177002
53,0.5491187572479248
54,0.5442225933074951
55,0.544304609298706
56,0.5426590442657471
57,0.5408935546875
58,0.5429623126983643
59,0.5417170524597168
60,0.5468137264251709
61,0.5448110103607178
62,0.5481433868408203
63,0.5452022552490234
64,0.553898811340332
65,0.5460867881774902
66,0.5463991165161133
67,0.5469875335693359
68,0.5450918674468994
69,0.5429549217224121
70,0.5482523441314697
71,0.5488719940185547
72,0.545386791229248
73,0.5442841053009033
74,0.5464761257171631
75,0.5457839965820312
76,0.5458724498748779
77,0.5450429916381836
78,0.5440893173217773
79,0.541189432144165
80,0.5622456073760986
81,0.5456879138946533
82,0.5449025630950928
83,0.542609453201294
84,0.5410897731781006
85,0.5458519458770752
86,0.5414390563964844
87,0.5447266101837158
88,0.5461931228637695
89,0.7115077972412109
90,0.5582859516143799
91,0.547783374786377
92,0.545269250869751
93,0.5427589416503906
94,0.5462195873260498
95,0.5513367652893066
96,0.5537590980529785
97,0.5567898750305176
98,0.5492932796478271
99,0.5454645156860352
