iteration,latency (s)
0,0.5377802848815918
1,0.5412471294403076
2,0.5170614719390869
3,0.5223691463470459
4,0.513263463973999
5,0.5083317756652832
6,0.5055985450744629
7,0.5064289569854736
8,0.5218348503112793
9,0.5207488536834717
10,0.513655424118042
11,0.5145349502563477
12,0.5057835578918457
13,0.5106282234191895
14,0.5052206516265869
15,0.502187967300415
16,0.5192644596099854
17,0.5184948444366455
18,0.5088701248168945
19,0.507666826248169
20,0.520904541015625
21,0.5073895454406738
22,0.5081315040588379
23,0.5067095756530762
24,0.5050609111785889
25,0.5071244239807129
26,0.5196583271026611
27,0.5210459232330322
28,0.5156905651092529
29,0.5103728771209717
30,0.511218786239624
31,0.5038268566131592
32,0.5142419338226318
33,0.5088520050048828
34,0.5072767734527588
35,0.5166518688201904
36,0.5085868835449219
37,0.5122623443603516
38,0.5037291049957275
39,0.5047461986541748
40,0.5125908851623535
41,0.5205667018890381
42,0.5132684707641602
43,0.505983829498291
44,0.5232653617858887
45,0.6695168018341064
46,0.5085861682891846
47,0.5076489448547363
48,0.5151269435882568
49,0.5068447589874268
50,0.5108215808868408
51,0.5065507888793945
52,0.5065734386444092
53,0.5055968761444092
54,0.5066580772399902
55,0.5093491077423096
56,0.5031528472900391
57,0.5090031623840332
58,0.503136157989502
59,0.5072038173675537
60,0.5094320774078369
61,0.5070595741271973
62,0.5106415748596191
63,0.5051059722900391
64,0.5026538372039795
65,0.5109975337982178
66,0.5041728019714355
67,0.5048465728759766
68,0.5046529769897461
69,0.504631757736206
70,0.5078928470611572
71,0.5079195499420166
72,0.5054597854614258
73,0.507361888885498
74,0.5038416385650635
75,0.5028111934661865
76,0.5071470737457275
77,0.5025088787078857
78,0.5088293552398682
79,0.5177915096282959
80,0.505521297454834
81,0.5091478824615479
82,0.5030760765075684
83,0.5071547031402588
84,0.5033395290374756
85,0.5035567283630371
86,0.5100288391113281
87,0.5022220611572266
88,0.5046672821044922
89,0.7013230323791504
90,0.5810396671295166
91,0.5143048763275146
92,0.5068013668060303
93,0.6383860111236572
94,0.6243276596069336
95,0.503594160079956
96,0.5181376934051514
97,0.5052313804626465
98,0.5035507678985596
99,0.6697628498077393
