iteration,latency (ms),total number of bytes sent,total number of bytes recv,Before Metadata and 1st Data,Metadata and 1st Data,Before 2nd Data,2nd Data,After 2nd Data
0,45.52016067504883,4609536,3073536,8.180831909179688,17.225088119506836,11.884384155273438,0.5339840054512024,7.361343860626221
1,29.151744842529297,4609536,3073536,8.130687713623047,1.4321279525756836,11.330016136169434,0.48073598742485046,7.4495038986206055
2,30.202911376953125,4609536,3073536,8.182175636291504,2.554431915283203,11.329792022705078,0.40905600786209106,7.397439956665039
3,28.370304107666016,4609536,3073536,8.159872055053711,0.6904320120811462,11.294143676757812,0.469184011220932,7.427296161651611
4,28.75379180908203,4609536,3073536,8.171327590942383,0.8216000199317932,11.3920316696167,0.7376959919929504,7.3018879890441895
5,28.030527114868164,4609536,3073536,8.089792251586914,0.41126400232315063,11.247039794921875,0.5072320103645325,7.434656143188477
6,28.089311599731445,4609536,3073536,8.013440132141113,0.5223680138587952,11.318655967712402,0.4541440010070801,7.4536638259887695
7,29.354848861694336,4609536,3073536,8.143648147583008,1.4659199714660645,11.745183944702148,0.21062399446964264,7.46124792098999
8,28.582592010498047,4609536,3073536,8.042752265930176,0.9114559888839722,11.233183860778809,0.5847359895706177,7.479040145874023
9,28.96556854248047,4609536,3073536,8.126336097717285,1.4272960424423218,11.375616073608398,0.39395201206207275,7.318816184997559
10,30.058591842651367,4609536,3073536,8.018560409545898,1.1605119705200195,11.221376419067383,2.074847936630249,7.266496181488037
11,28.65011215209961,4609536,3073536,8.096735954284668,0.9694079756736755,11.322879791259766,0.509119987487793,7.433343887329102
12,28.086559295654297,4609536,3073536,7.972127914428711,0.9727039933204651,11.177120208740234,0.44041600823402405,7.212831974029541
13,28.074304580688477,4609536,3073536,8.04748821258545,0.7574719786643982,11.165568351745605,0.5066559910774231,7.286208152770996
14,32.58220672607422,4609536,3073536,8.13696002960205,4.254271984100342,11.368576049804688,1.0823040008544922,7.400288105010986
15,28.575807571411133,4609536,3073536,7.985599994659424,1.1591039896011353,11.174559593200684,0.5088000297546387,7.407135963439941
16,28.904287338256836,4609536,3073536,8.021280288696289,1.582751989364624,11.20809555053711,0.43033599853515625,7.347807884216309
17,28.274879455566406,4609536,3073536,7.998079776763916,0.8809279799461365,11.3571195602417,0.3734079897403717,7.351391792297363
18,27.961471557617188,4609536,3073536,8.082528114318848,0.5443199872970581,11.413824081420898,0.3352319896221161,7.272192001342773
19,28.220800399780273,4609536,3073536,8.00870418548584,0.7663040161132812,11.211135864257812,0.5139520168304443,7.410912036895752
20,30.092575073242188,4609536,3073536,8.05840015411377,2.127232074737549,11.256064414978027,0.9496960043907166,7.381440162658691
21,28.071935653686523,4609536,3073536,8.009632110595703,0.724128007888794,11.390463829040527,0.2842560112476349,7.348959922790527
22,30.464895248413086,4609536,3073536,8.083104133605957,2.1756479740142822,11.213888168334961,1.2026560306549072,7.477791786193848
23,85.90505981445312,4609536,3073536,8.131327629089355,53.400447845458984,11.365983963012695,5.2350077629089355,7.455167770385742
24,29.728416442871094,4609536,3073536,8.1430082321167,2.1262080669403076,11.235456466674805,0.6307200193405151,7.278751850128174
25,29.91596794128418,4609536,3073536,8.144767761230469,1.9739840030670166,11.338175773620605,0.6003199815750122,7.530367851257324
26,28.806623458862305,4609536,3073536,8.05679988861084,1.2358720302581787,11.235008239746094,0.4649600088596344,7.493375778198242
27,51.91734313964844,4609536,3073536,30.55459213256836,0.6420480012893677,11.326848030090332,0.3968319892883301,8.654784202575684
28,28.70297622680664,4609536,3073536,8.095552444458008,1.1371840238571167,11.432479858398438,0.3516480028629303,7.370368003845215
29,29.57494354248047,4609536,3073536,8.258336067199707,1.779647946357727,11.307744026184082,0.5176960229873657,7.396416187286377
30,29.292640686035156,4609536,3073536,8.182463645935059,1.4956159591674805,11.190112113952637,0.7186560034751892,7.390336036682129
31,29.204063415527344,4609536,3073536,8.165311813354492,1.2598400115966797,11.249183654785156,0.6073600053787231,7.603424072265625
