iteration,latency (ms),total number of bytes sent,total number of bytes recv,Before Metadata and 1st Data,Metadata and 1st Data,Before 2nd Data,2nd Data,After 2nd Data
0,28.6595516204834,4609536,3073536,8.072159767150879,1.1378240585327148,11.332991600036621,0.41420799493789673,7.358399868011475
1,28.541439056396484,4609536,3073536,8.115679740905762,0.9756799936294556,11.347392082214355,0.3854080140590668,7.398784160614014
2,28.303007125854492,4609536,3073536,8.017791748046875,0.8456640243530273,11.348480224609375,0.40806400775909424,7.35756778717041
3,28.036287307739258,4609536,3073536,8.05299186706543,0.64547199010849,11.266079902648926,0.38284799456596375,7.355648040771484
4,27.980224609375,4609536,3073536,7.975488185882568,0.7246400117874146,11.256928443908691,0.41894400119781494,7.278719902038574
5,28.708160400390625,4609536,3073536,8.005439758300781,1.0119680166244507,11.272992134094238,0.7172480225563049,7.375199794769287
6,28.154495239257812,4609536,3073536,8.03001594543457,0.8259519934654236,11.347840309143066,0.32793599367141724,7.291647911071777
7,28.746719360351562,4609536,3073536,8.070015907287598,0.9069759845733643,11.408896446228027,0.6113280057907104,7.428639888763428
8,28.382720947265625,4609536,3073536,8.004032135009766,0.9421759843826294,11.310303688049316,0.440095990896225,7.361343860626221
9,28.428255081176758,4609536,3073536,8.010784149169922,0.921887993812561,11.337984085083008,0.4763840138912201,7.35862398147583
10,28.244895935058594,4609536,3073536,8.021439552307129,0.7705280184745789,11.345727920532227,0.3869760036468506,7.400032043457031
11,28.38159942626953,4609536,3073536,8.014816284179688,1.045375943183899,11.31056022644043,0.3498559892177582,7.344128131866455
12,28.298656463623047,4609536,3073536,8.063360214233398,0.8184319734573364,11.367712020874023,0.3670719861984253,7.356832027435303
13,28.579904556274414,4609536,3073536,8.046112060546875,1.090432047843933,11.321215629577637,0.4477440118789673,7.3594560623168945
14,28.36956787109375,4609536,3073536,8.047871589660645,0.7530239820480347,11.333279609680176,0.4763840138912201,7.443840026855469
15,28.76643180847168,4609536,3073536,8.064895629882812,1.0589120388031006,11.353952407836914,0.5394240021705627,7.430848121643066
16,28.16806411743164,4609536,3073536,8.001503944396973,0.7982400059700012,11.281375885009766,0.4071039855480194,7.356607913970947
