iteration,latency (ms)
0,4.323488235473633
1,4.764224052429199
2,4.267168045043945
3,9.42848014831543
4,7.28934383392334
5,5.0932159423828125
6,4.867072105407715
7,4.031807899475098
8,4.8542399406433105
9,4.873631954193115
10,5.344992160797119
11,6.3504319190979
12,4.204063892364502
13,4.94649600982666
14,4.639776229858398
15,3.442784070968628
16,3.7535040378570557
17,6.784351825714111
18,4.929887771606445
19,3.4973440170288086
20,3.7994558811187744
21,3.4612159729003906
22,4.489823818206787
23,3.4217278957366943
24,3.52457594871521
25,3.9213759899139404
26,3.3120319843292236
27,3.4514238834381104
28,3.9314560890197754
29,3.5115199089050293
30,3.7522881031036377
31,4.302112102508545
32,3.9217278957366943
33,4.519552230834961
34,4.0562238693237305
35,4.749792098999023
36,3.614720106124878
37,3.7337920665740967
38,3.4580159187316895
39,4.121344089508057
40,3.7701120376586914
41,3.731679916381836
42,3.841279983520508
43,3.8577280044555664
44,4.648064136505127
45,3.9189438819885254
46,3.947904109954834
47,4.156703948974609
48,3.786367893218994
49,3.915008068084717
50,3.8799359798431396
51,3.5951039791107178
52,3.499488115310669
53,4.289984226226807
54,3.707456111907959
55,3.7517120838165283
56,3.4840641021728516
57,3.6932480335235596
58,4.712736129760742
59,3.6498560905456543
60,4.452991962432861
61,4.875423908233643
62,3.966495990753174
63,4.208320140838623
64,4.83900785446167
65,3.5531840324401855
66,4.867424011230469
67,5.714943885803223
68,4.3718719482421875
69,3.4585280418395996
70,3.3853759765625
71,4.059072017669678
72,3.3807361125946045
73,3.6809279918670654
74,4.013343811035156
75,3.6394240856170654
76,3.492095947265625
77,3.868288040161133
78,3.5836799144744873
79,3.2409279346466064
80,3.889983892440796
81,4.104832172393799
82,3.5684800148010254
83,3.484384059906006
84,3.223423957824707
85,3.5669760704040527
86,3.3889920711517334
87,3.563744068145752
88,3.4679040908813477
89,3.1862080097198486
90,3.3923840522766113
91,4.026368141174316
92,3.327455997467041
93,3.1817920207977295
94,4.312895774841309
95,3.3577280044555664
96,3.6575679779052734
97,3.5875840187072754
98,3.3309121131896973
99,3.8234241008758545
