iteration,latency (ms),total number of bytes sent,total number of bytes recv,Before Metadata and 1st Data,Metadata and 1st Data,Before 2nd Data,2nd Data,After 2nd Data
0,29.673503875732422,4609536,3073536,8.424063682556152,0.6276479959487915,12.419551849365234,0.24131199717521667,7.625311851501465
1,31.95724868774414,4609536,3073536,8.266336441040039,0.42924800515174866,14.998432159423828,0.2627840042114258,7.644224166870117
2,28.30575942993164,4609536,3073536,8.246496200561523,0.41673600673675537,11.46332836151123,0.3208639919757843,7.52566385269165
3,28.10198402404785,4609536,3073536,8.158080101013184,0.42323198914527893,11.38486385345459,0.29363200068473816,7.518688201904297
4,28.15340805053711,4609536,3073536,8.144543647766113,0.44172799587249756,11.357728004455566,0.409280002117157,7.479104042053223
5,28.354143142700195,4609536,3073536,8.19046401977539,0.5607680082321167,11.358783721923828,0.3905920088291168,7.5338239669799805
6,28.269407272338867,4609536,3073536,8.224320411682129,0.4258880019187927,11.396703720092773,0.4225600063800812,7.476992130279541
7,28.494239807128906,4609536,3073536,8.230560302734375,0.5206720232963562,11.478303909301758,0.3426879942417145,7.592703819274902
8,28.188831329345703,4609536,3073536,8.157792091369629,0.5747519731521606,11.38764762878418,0.2863039970397949,7.4621758460998535
9,28.032896041870117,4609536,3073536,8.189087867736816,0.4036799967288971,11.393695831298828,0.23811200261116028,7.487071990966797
10,28.151935577392578,4609536,3073536,8.176447868347168,0.403903990983963,11.575039863586426,0.18678399920463562,7.489503860473633
11,28.093120574951172,4609536,3073536,8.193056106567383,0.4394559860229492,11.409279823303223,0.2319680005311966,7.500607967376709
12,28.19251251220703,4609536,3073536,8.240256309509277,0.4203520119190216,11.472000122070312,0.21836799383163452,7.525248050689697
13,28.31670379638672,4609536,3073536,8.282048225402832,0.4060159921646118,11.397120475769043,0.35071998834609985,7.54585599899292
14,28.663103103637695,4609536,3073536,8.24841594696045,0.4120959937572479,11.907360076904297,0.20588800311088562,7.569248199462891
15,28.2872314453125,4609536,3073536,8.239680290222168,0.407039999961853,11.466752052307129,0.2725119888782501,7.584191799163818
16,28.35526466369629,4609536,3073536,8.318976402282715,0.41734400391578674,11.382464408874512,0.3283199965953827,7.584896087646484
17,28.311328887939453,4609536,3073536,8.258048057556152,0.40883201360702515,11.409503936767578,0.35174399614334106,7.5739521980285645
18,28.745248794555664,4609536,3073536,8.179679870605469,0.8691200017929077,11.400416374206543,0.43833601474761963,7.521759986877441
19,28.636192321777344,4609536,3073536,8.308128356933594,0.42320001125335693,11.391008377075195,0.38092800974845886,7.8176960945129395
20,28.372608184814453,4609536,3073536,8.348544120788574,0.40672001242637634,11.423839569091797,0.2574079930782318,7.6235198974609375
21,28.337440490722656,4609536,3073536,8.255871772766113,0.40854400396347046,11.416288375854492,0.3280639946460724,7.618720054626465
22,32.9617919921875,4609536,3073536,8.13263988494873,1.6945279836654663,11.349791526794434,2.3670079708099365,8.244799613952637
23,28.46326446533203,4609536,3073536,8.246879577636719,0.4764479994773865,11.491231918334961,0.2796480059623718,7.653024196624756
24,37.013153076171875,4609536,3073536,13.003840446472168,0.7616959810256958,14.935680389404297,0.26047998666763306,7.658207893371582
25,28.483808517456055,4609536,3073536,8.32585620880127,0.42262399196624756,11.60905647277832,0.19814400374889374,7.586143970489502
26,28.954944610595703,4609536,3073536,8.30083179473877,0.4222719967365265,11.981663703918457,0.22752000391483307,7.68393611907959
27,28.14803123474121,4609536,3073536,8.2074556350708,0.4073280096054077,11.341952323913574,0.2837759852409363,7.575647830963135
28,28.214656829833984,4609536,3073536,8.199487686157227,0.42211198806762695,11.335359573364258,0.4094400107860565,7.53718376159668
29,28.011743545532227,4609536,3073536,8.168671607971191,0.4174079895019531,11.292608261108398,0.3609920144081116,7.4627838134765625
30,28.16783905029297,4609536,3073536,8.189760208129883,0.4636479914188385,11.40441608428955,0.29392001032829285,7.48035192489624
31,28.347328186035156,4609536,3073536,8.239007949829102,0.4588479995727539,11.365056037902832,0.4101119935512543,7.541632175445557
32,28.274368286132812,4609536,3073536,8.207712173461914,0.4119040071964264,11.372032165527344,0.39321601390838623,7.580480098724365
33,28.252832412719727,4609536,3073536,8.222911834716797,0.41276800632476807,11.339839935302734,0.4232960045337677,7.53875207901001
34,28.088064193725586,4609536,3073536,8.157312393188477,0.4039680063724518,11.30726432800293,0.3914560079574585,7.517632007598877
