iteration,latency (s)
0,0.47722911834716797
1,0.4635777473449707
2,0.4403517246246338
3,0.4451744556427002
4,0.4360175132751465
5,0.4625513553619385
6,0.42866945266723633
7,0.555819034576416
8,0.9191102981567383
9,0.4279193878173828
10,0.4448506832122803
11,0.4098048210144043
12,0.7339441776275635
13,0.4080476760864258
14,0.45199036598205566
15,0.4147989749908447
16,0.4220726490020752
17,0.4288907051086426
18,0.40918564796447754
19,0.4280970096588135
20,0.41794705390930176
21,0.42007923126220703
22,0.4313075542449951
23,0.41127848625183105
24,0.43539881706237793
25,0.43207883834838867
26,0.44882965087890625
27,0.4103996753692627
28,0.43814635276794434
29,0.4070706367492676
30,0.7398371696472168
31,0.40506577491760254
32,0.4177415370941162
33,0.41109275817871094
34,0.43312811851501465
35,0.4155888557434082
36,0.4215104579925537
37,0.43735289573669434
38,0.39742231369018555
39,0.43218421936035156
40,0.4050922393798828
41,0.41051316261291504
42,0.4255404472351074
43,0.4154629707336426
44,0.42785191535949707
45,0.41101622581481934
46,0.4305408000946045
47,0.41730403900146484
48,0.42882251739501953
49,0.42015695571899414
50,0.41037821769714355
51,0.4303610324859619
52,0.41206908226013184
53,0.42576122283935547
54,0.40865635871887207
55,0.42460060119628906
56,0.40895724296569824
57,0.41440272331237793
58,0.42618513107299805
59,0.4079246520996094
60,0.4202890396118164
61,0.41182661056518555
62,0.4381716251373291
63,0.4149000644683838
64,0.4063742160797119
65,0.4351811408996582
66,0.4195122718811035
67,0.42960476875305176
68,0.42802906036376953
69,0.41739535331726074
70,0.42536377906799316
71,0.42149782180786133
72,0.423586368560791
73,0.418576717376709
74,0.4327266216278076
75,0.4056217670440674
76,0.43025851249694824
77,0.4167971611022949
78,0.40388917922973633
79,0.4290354251861572
80,0.41185760498046875
81,0.42665958404541016
82,0.4056529998779297
83,0.40464258193969727
84,0.43278980255126953
85,0.6014463901519775
86,0.44431233406066895
87,0.4190096855163574
88,0.47873950004577637
89,0.43717312812805176
90,0.44220876693725586
91,0.43516039848327637
92,0.42357444763183594
93,0.42395591735839844
94,0.4285397529602051
95,0.40792107582092285
96,0.41110825538635254
97,0.42636942863464355
98,0.4089701175689697
99,0.4253716468811035
