iteration,latency (ms),total number of bytes sent,total number of bytes recv
0,30.06515121459961,4609536,3073536
1,26.92051124572754,4609536,3073536
2,27.47283172607422,4609536,3073536
3,27.954111099243164,4609536,3073536
4,27.17852783203125,4609536,3073536
5,27.110368728637695,4609536,3073536
6,27.313087463378906,4609536,3073536
7,27.082176208496094,4609536,3073536
8,27.085792541503906,4609536,3073536
9,27.147775650024414,4609536,3073536
10,28.20457649230957,4609536,3073536
11,27.53775978088379,4609536,3073536
12,27.234783172607422,4609536,3073536
13,27.440736770629883,4609536,3073536
14,27.192928314208984,4609536,3073536
15,33.36316680908203,4609536,3073536
16,27.208288192749023,4609536,3073536
17,27.228736877441406,4609536,3073536
18,27.279712677001953,4609536,3073536
19,27.166624069213867,4609536,3073536
20,27.090208053588867,4609536,3073536
21,29.98214340209961,4609536,3073536
22,26.928287506103516,4609536,3073536
23,26.946144104003906,4609536,3073536
24,26.72515106201172,4609536,3073536
25,29.32249641418457,4609536,3073536
26,27.310144424438477,4609536,3073536
27,27.069759368896484,4609536,3073536
28,27.041696548461914,4609536,3073536
29,27.225215911865234,4609536,3073536
30,27.1441593170166,4609536,3073536
31,26.78278350830078,4609536,3073536
32,26.833568572998047,4609536,3073536
33,30.19772720336914,4609536,3073536
34,30.249216079711914,4609536,3073536
35,31.406143188476562,4609536,3073536
36,27.211936950683594,4609536,3073536
37,27.121440887451172,4609536,3073536
38,27.12668800354004,4609536,3073536
39,26.795072555541992,4609536,3073536
40,26.807968139648438,4609536,3073536
41,26.985376358032227,4609536,3073536
42,27.373504638671875,4609536,3073536
43,27.53343963623047,4609536,3073536
44,30.57481575012207,4609536,3073536
45,29.149471282958984,4609536,3073536
46,27.254175186157227,4609536,3073536
47,27.346879959106445,4609536,3073536
48,27.111967086791992,4609536,3073536
49,27.194400787353516,4609536,3073536
50,27.190784454345703,4609536,3073536
51,27.194015502929688,4609536,3073536
52,27.053407669067383,4609536,3073536
53,27.118560791015625,4609536,3073536
54,27.09107208251953,4609536,3073536
55,26.916479110717773,4609536,3073536
56,27.11801528930664,4609536,3073536
57,27.149951934814453,4609536,3073536
58,27.258432388305664,4609536,3073536
59,26.896543502807617,4609536,3073536
60,27.875263214111328,4609536,3073536
61,27.408096313476562,4609536,3073536
62,30.427167892456055,4609536,3073536
63,27.203264236450195,4609536,3073536
64,27.17487907409668,4609536,3073536
65,27.156288146972656,4609536,3073536
66,27.292959213256836,4609536,3073536
67,27.096895217895508,4609536,3073536
68,27.273792266845703,4609536,3073536
69,27.231775283813477,4609536,3073536
70,27.152639389038086,4609536,3073536
71,26.985919952392578,4609536,3073536
72,26.993824005126953,4609536,3073536
73,27.258272171020508,4609536,3073536
74,27.038015365600586,4609536,3073536
75,27.392288208007812,4609536,3073536
76,27.070207595825195,4609536,3073536
77,27.024063110351562,4609536,3073536
78,27.29759979248047,4609536,3073536
79,27.059871673583984,4609536,3073536
80,27.559423446655273,4609536,3073536
81,27.122560501098633,4609536,3073536
82,29.985599517822266,4609536,3073536
83,31.420127868652344,4609536,3073536
84,27.34502410888672,4609536,3073536
85,27.265920639038086,4609536,3073536
86,27.322240829467773,4609536,3073536
87,27.184480667114258,4609536,3073536
88,27.48944091796875,4609536,3073536
89,27.375328063964844,4609536,3073536
90,27.13667106628418,4609536,3073536
91,27.15376091003418,4609536,3073536
92,27.284095764160156,4609536,3073536
93,27.262527465820312,4609536,3073536
94,27.06380844116211,4609536,3073536
95,27.03376007080078,4609536,3073536
96,27.097408294677734,4609536,3073536
97,27.163936614990234,4609536,3073536
98,27.268831253051758,4609536,3073536
99,27.372831344604492,4609536,3073536
